timestamp_unix,timestamp_iso,cmd,bursts,success,transmit_ms,read_ms,pandapower_ms,cycle_ms
1782314550.927,2026-06-24T16:22:30,LOWER,1,1,8.529,0.006,3350.774,3350.893
1782314551.671,2026-06-24T16:22:31,LOWER,1,1,9.144,0.007,29.163,29.268
1782314555.707,2026-06-24T16:22:35,LOWER,1,1,3.308,0.006,28.621,28.716
1782314559.786,2026-06-24T16:22:39,LOWER,1,1,8.604,0.008,43.065,43.199
1782314563.882,2026-06-24T16:22:43,LOWER,1,1,9.605,0.007,42.898,43.029
1782314567.981,2026-06-24T16:22:47,LOWER,1,1,9.634,0.007,42.926,43.057
1782314572.077,2026-06-24T16:22:52,LOWER,1,1,9.613,0.007,42.756,42.886
1782314576.172,2026-06-24T16:22:56,LOWER,1,1,11.490,0.006,43.003,43.131
1782314580.218,2026-06-24T16:23:00,LOWER,1,1,6.706,0.008,41.255,41.378
1782314584.311,2026-06-24T16:23:04,LOWER,1,1,9.412,0.007,42.741,42.871
1782314588.407,2026-06-24T16:23:08,LOWER,1,1,9.866,0.007,42.719,42.847
1782314592.502,2026-06-24T16:23:12,LOWER,1,1,9.271,0.007,42.942,43.072
1782314596.599,2026-06-24T16:23:16,LOWER,1,1,8.537,0.015,43.548,43.687
1782314600.696,2026-06-24T16:23:20,LOWER,1,1,9.644,0.008,42.879,43.009
1782314604.787,2026-06-24T16:23:24,LOWER,1,1,4.180,0.007,42.785,42.917
1782314608.881,2026-06-24T16:23:28,LOWER,1,1,8.953,0.007,42.733,42.864
