timestamp_unix,timestamp_iso,loop_ms,voltage_v,current_a,power_kw,soc_pct
1782233311.551,2026-06-23T17:48:31,0.892,20000.00,0.000,0.000,0.0
1782233315.644,2026-06-23T17:48:35,0.892,20000.00,0.000,0.000,0.0
1782233319.740,2026-06-23T17:48:39,0.847,550.40,18.170,10.001,50.0
1782233323.834,2026-06-23T17:48:43,0.911,550.40,27.250,14.998,50.0
1782233327.882,2026-06-23T17:48:47,1.162,550.40,36.340,20.002,50.0
1782233331.976,2026-06-23T17:48:51,0.821,550.40,45.420,24.999,50.0
1782233336.074,2026-06-23T17:48:56,1.403,550.40,54.510,30.002,50.0
1782233340.171,2026-06-23T17:49:00,0.707,550.40,63.590,35.000,50.0
1782233344.271,2026-06-23T17:49:04,1.344,550.40,72.670,39.998,50.0
1782233348.267,2026-06-23T17:49:08,0.726,550.40,81.760,45.001,50.0
1782233352.357,2026-06-23T17:49:12,0.872,550.40,90.840,49.998,50.0
1782233356.458,2026-06-23T17:49:16,0.602,550.40,99.930,55.001,50.0
1782233360.557,2026-06-23T17:49:20,0.518,550.40,109.000,59.994,50.0
1782233364.603,2026-06-23T17:49:24,0.690,550.40,118.100,65.002,51.0
1782233368.692,2026-06-23T17:49:28,0.770,550.40,127.200,70.011,51.0
1782233372.787,2026-06-23T17:49:32,0.720,550.40,136.300,75.020,51.0
1782233376.882,2026-06-23T17:49:36,0.659,550.40,145.300,79.973,51.0
1782233380.972,2026-06-23T17:49:40,0.520,550.40,154.400,84.982,51.0
1782233385.069,2026-06-23T17:49:45,0.782,550.40,163.500,89.990,51.0
1782233389.168,2026-06-23T17:49:49,0.507,550.40,172.600,94.999,51.0
1782233393.265,2026-06-23T17:49:53,0.682,550.40,181.700,100.008,51.0
1782233397.361,2026-06-23T17:49:57,0.506,550.40,190.800,105.016,51.0
1782233401.456,2026-06-23T17:50:01,0.587,550.40,199.900,110.025,52.0
1782233405.422,2026-06-23T17:50:05,0.788,550.40,208.900,114.979,52.0
1782233409.460,2026-06-23T17:50:09,0.612,550.40,218.000,119.987,52.0
1782233413.566,2026-06-23T17:50:13,0.632,550.40,227.100,124.996,52.0
1782233417.568,2026-06-23T17:50:17,0.895,550.40,236.200,130.004,52.0
1782233421.579,2026-06-23T17:50:21,0.618,550.40,245.300,135.013,52.0
1782233425.682,2026-06-23T17:50:25,0.664,550.40,254.400,140.022,53.0
1782233429.788,2026-06-23T17:50:29,0.591,550.40,263.400,144.975,53.0
1782233433.749,2026-06-23T17:50:33,0.618,550.40,272.500,149.984,53.0
1782233437.745,2026-06-23T17:50:37,0.677,550.40,281.600,154.993,53.0
1782233441.840,2026-06-23T17:50:41,0.662,550.40,281.600,154.993,53.0
1782233445.931,2026-06-23T17:50:45,0.948,550.40,281.600,154.993,54.0
1782233450.023,2026-06-23T17:50:50,0.726,550.40,281.600,154.993,54.0
1782233454.117,2026-06-23T17:50:54,0.544,550.40,281.600,154.993,54.0
1782233458.213,2026-06-23T17:50:58,0.531,550.40,281.600,154.993,54.0
1782233462.302,2026-06-23T17:51:02,0.550,550.40,281.600,154.993,54.0
1782233466.346,2026-06-23T17:51:06,0.636,550.40,281.600,154.993,55.0
1782233470.434,2026-06-23T17:51:10,0.529,550.40,281.600,154.993,55.0
1782233474.523,2026-06-23T17:51:14,1.153,550.40,281.600,154.993,55.0
1782233478.612,2026-06-23T17:51:18,0.671,550.40,281.600,154.993,55.0
1782233482.697,2026-06-23T17:51:22,0.593,550.40,281.600,154.993,56.0
1782233486.786,2026-06-23T17:51:26,0.595,550.40,281.600,154.993,56.0
1782233490.875,2026-06-23T17:51:30,0.519,550.40,281.600,154.993,56.0
1782233494.963,2026-06-23T17:51:34,0.538,550.40,281.600,154.993,56.0
1782233499.050,2026-06-23T17:51:39,0.769,550.40,281.600,154.993,56.0
1782233503.137,2026-06-23T17:51:43,0.538,550.40,281.600,154.993,57.0
1782233507.181,2026-06-23T17:51:47,0.737,550.40,281.600,154.993,57.0
1782233511.269,2026-06-23T17:51:51,0.507,550.40,281.600,154.993,57.0
1782233515.357,2026-06-23T17:51:55,0.667,550.40,281.600,154.993,57.0
1782233519.444,2026-06-23T17:51:59,0.660,550.40,281.600,154.993,57.0
1782233523.531,2026-06-23T17:52:03,0.516,550.40,281.600,154.993,58.0
1782233527.619,2026-06-23T17:52:07,0.941,550.40,281.600,154.993,58.0
1782233531.708,2026-06-23T17:52:11,0.850,550.40,281.600,154.993,58.0
1782233535.799,2026-06-23T17:52:15,0.596,550.40,281.600,154.993,58.0
1782233539.884,2026-06-23T17:52:19,0.528,550.40,281.600,154.993,58.0
1782233543.970,2026-06-23T17:52:23,0.583,550.40,281.600,154.993,59.0
1782233548.014,2026-06-23T17:52:28,0.742,550.40,281.600,154.993,59.0
1782233552.103,2026-06-23T17:52:32,0.517,550.40,281.600,154.993,59.0
1782233556.192,2026-06-23T17:52:36,0.510,550.40,281.600,154.993,59.0
1782233560.281,2026-06-23T17:52:40,0.509,550.40,281.600,154.993,59.0
1782233564.378,2026-06-23T17:52:44,0.705,550.40,281.600,154.993,60.0
1782233568.481,2026-06-23T17:52:48,0.600,550.40,263.400,144.975,60.0
1782233572.482,2026-06-23T17:52:52,0.691,550.40,245.300,135.013,60.0
1782233576.596,2026-06-23T17:52:56,0.510,550.40,227.100,124.996,60.0
1782233580.699,2026-06-23T17:53:00,0.850,550.40,208.900,114.979,60.0
1782233584.661,2026-06-23T17:53:04,0.537,550.40,190.800,105.016,61.0
1782233588.657,2026-06-23T17:53:08,0.561,550.40,172.600,94.999,61.0
1782233592.759,2026-06-23T17:53:12,0.713,550.40,154.400,84.982,61.0
1782233596.761,2026-06-23T17:53:16,0.507,550.40,136.300,75.020,61.0
1782233600.862,2026-06-23T17:53:20,0.572,550.40,118.100,65.002,61.0
1782233604.957,2026-06-23T17:53:24,0.515,550.40,99.930,55.001,61.0
1782233609.055,2026-06-23T17:53:29,0.514,550.40,81.760,45.001,61.0
1782233613.113,2026-06-23T17:53:33,0.527,550.40,63.590,35.000,61.0
1782233617.217,2026-06-23T17:53:37,0.687,550.40,45.420,24.999,61.0
1782233621.217,2026-06-23T17:53:41,0.505,550.40,27.250,14.998,61.0
1782233625.319,2026-06-23T17:53:45,0.552,550.40,9.084,5.000,61.0
1782233629.304,2026-06-23T17:53:49,0.509,550.40,-9.084,-5.000,61.0
1782233633.391,2026-06-23T17:53:53,0.608,550.40,-9.084,-5.000,61.0
1782233637.478,2026-06-23T17:53:57,0.678,550.40,-9.084,-5.000,61.0
1782233641.562,2026-06-23T17:54:01,0.707,550.40,-9.084,-5.000,61.0
1782233645.604,2026-06-23T17:54:05,0.514,550.40,-9.084,-5.000,61.0
1782233649.689,2026-06-23T17:54:09,0.673,550.40,-9.084,-5.000,61.0
