timestamp_unix,timestamp_iso,system_cpu_pct,system_mem_used_mb,system_mem_available_mb,grid.py_pid,grid.py_cpu_pct,grid.py_rss_mb
1782663686.554355,2026-06-28T16:21:26Z,1.0,551.2,3397.2,2434,0.0,15.0
1782663691.5564523,2026-06-28T16:21:31Z,1.3,549.5,3399.1,2434,0.0,15.0
1782663696.5586858,2026-06-28T16:21:36Z,1.2,549.9,3398.7,2434,0.0,15.0
1782663701.5622067,2026-06-28T16:21:41Z,1.2,550.1,3398.5,2434,0.0,15.0
1782663706.56285,2026-06-28T16:21:46Z,1.1,556.2,3392.3,2434,0.0,15.0
1782663711.5635715,2026-06-28T16:21:51Z,1.3,554.5,3394.0,2434,0.0,15.0
1782663716.5642824,2026-06-28T16:21:56Z,1.3,558.8,3389.8,2434,0.0,15.0
1782663721.5650098,2026-06-28T16:22:01Z,1.2,559.7,3388.9,2434,0.0,15.0
1782663726.5657196,2026-06-28T16:22:06Z,1.1,558.3,3390.3,2434,0.0,15.0
1782663731.5664597,2026-06-28T16:22:11Z,1.3,557.5,3391.1,2434,0.2,15.0
1782663736.5671844,2026-06-28T16:22:16Z,1.4,554.1,3394.5,2434,0.0,15.0
1782663741.5679023,2026-06-28T16:22:21Z,1.4,554.9,3393.7,2434,0.0,15.0
1782663746.5686152,2026-06-28T16:22:26Z,1.1,552.5,3396.0,2434,0.0,15.0
1782663751.5693285,2026-06-28T16:22:31Z,1.3,553.3,3395.3,2434,0.0,15.0
1782663756.570036,2026-06-28T16:22:36Z,1.3,559.2,3389.4,2434,0.0,15.0
1782663761.570749,2026-06-28T16:22:41Z,1.3,561.2,3387.3,2434,0.0,15.0
1782663766.571382,2026-06-28T16:22:46Z,1.2,555.8,3392.8,2434,0.0,15.0
1782663771.5721223,2026-06-28T16:22:51Z,1.1,554.2,3394.3,2434,0.0,15.0
1782663776.5728428,2026-06-28T16:22:56Z,1.1,553.4,3395.1,2434,0.0,15.0
1782663781.5735705,2026-06-28T16:23:01Z,1.3,552.0,3396.6,2434,0.0,15.0
1782663786.574312,2026-06-28T16:23:06Z,1.3,549.6,3398.9,2434,0.0,15.0
1782663791.5749316,2026-06-28T16:23:11Z,1.0,549.4,3399.0,2434,0.0,15.0
1782663796.5756469,2026-06-28T16:23:16Z,1.2,548.7,3399.8,2434,0.0,15.0
1782663801.5763652,2026-06-28T16:23:21Z,1.2,549.0,3399.4,2434,0.0,15.0
1782663806.5770512,2026-06-28T16:23:26Z,1.3,553.8,3394.6,2434,0.2,15.0
1782663811.577755,2026-06-28T16:23:31Z,1.0,558.4,3390.0,2434,0.0,15.0
1782663816.5784693,2026-06-28T16:23:36Z,1.3,554.1,3394.3,2434,0.0,15.0
