timestamp_unix,timestamp_iso,loop_ms,voltage_v,current_a,power_kw,soc_pct
1782236655.151,2026-06-23T18:44:15,0.953,20000.00,0.000,0.000,0.0
1782236659.253,2026-06-23T18:44:19,1.121,550.40,9.084,5.000,50.0
1782236663.310,2026-06-23T18:44:23,0.749,550.40,18.170,10.001,50.0
1782236667.317,2026-06-23T18:44:27,1.419,550.40,27.250,14.998,50.0
1782236671.325,2026-06-23T18:44:31,1.136,550.40,36.340,20.002,50.0
1782236675.327,2026-06-23T18:44:35,0.684,550.40,45.420,24.999,50.0
1782236679.326,2026-06-23T18:44:39,0.631,550.40,54.510,30.002,50.0
1782236683.432,2026-06-23T18:44:43,0.860,550.40,63.590,35.000,50.0
1782236687.389,2026-06-23T18:44:47,0.652,550.40,72.670,39.998,50.0
1782236691.391,2026-06-23T18:44:51,0.633,550.40,81.760,45.001,50.0
1782236695.398,2026-06-23T18:44:55,0.864,550.40,90.840,49.998,50.0
1782236699.407,2026-06-23T18:44:59,0.814,550.40,99.930,55.001,50.0
1782236703.513,2026-06-23T18:45:03,0.549,550.40,109.000,59.994,50.0
1782236707.609,2026-06-23T18:45:07,1.094,550.40,118.100,65.002,51.0
1782236711.665,2026-06-23T18:45:11,0.845,550.40,127.200,70.011,51.0
1782236715.761,2026-06-23T18:45:15,0.826,550.40,136.300,75.020,51.0
1782236719.769,2026-06-23T18:45:19,1.767,550.40,145.300,79.973,51.0
1782236723.863,2026-06-23T18:45:23,0.624,550.40,154.400,84.982,51.0
1782236727.960,2026-06-23T18:45:27,0.674,550.40,163.500,89.990,51.0
1782236732.058,2026-06-23T18:45:32,0.516,550.40,172.600,94.999,51.0
1782236736.157,2026-06-23T18:45:36,0.671,550.40,181.700,100.008,51.0
1782236740.256,2026-06-23T18:45:40,0.704,550.40,190.800,105.016,51.0
1782236744.362,2026-06-23T18:45:44,0.759,550.40,199.900,110.025,52.0
1782236748.410,2026-06-23T18:45:48,0.690,550.40,208.900,114.979,52.0
1782236752.517,2026-06-23T18:45:52,0.554,550.40,218.000,119.987,52.0
1782236756.513,2026-06-23T18:45:56,0.874,550.40,227.100,124.996,52.0
1782236760.613,2026-06-23T18:46:00,0.512,550.40,236.200,130.004,52.0
1782236764.613,2026-06-23T18:46:04,0.783,550.40,245.300,135.013,52.0
1782236768.713,2026-06-23T18:46:08,0.648,550.40,254.400,140.022,53.0
1782236772.813,2026-06-23T18:46:12,0.578,550.40,263.400,144.975,53.0
1782236776.912,2026-06-23T18:46:16,0.503,550.40,272.500,149.984,53.0
1782236780.861,2026-06-23T18:46:20,0.603,550.40,281.600,154.993,53.0
1782236784.956,2026-06-23T18:46:24,0.642,550.40,281.600,154.993,53.0
1782236789.053,2026-06-23T18:46:29,0.684,550.40,281.600,154.993,54.0
1782236793.151,2026-06-23T18:46:33,0.815,550.40,281.600,154.993,54.0
1782236797.247,2026-06-23T18:46:37,0.538,550.40,281.600,154.993,54.0
1782236801.343,2026-06-23T18:46:41,0.841,550.40,281.600,154.993,54.0
1782236805.435,2026-06-23T18:46:45,0.601,550.40,281.600,154.993,55.0
1782236809.531,2026-06-23T18:46:49,0.510,550.40,281.600,154.993,55.0
1782236813.625,2026-06-23T18:46:53,0.659,550.40,281.600,154.993,55.0
1782236817.674,2026-06-23T18:46:57,0.722,550.40,281.600,154.993,55.0
1782236821.774,2026-06-23T18:47:01,0.893,550.40,281.600,154.993,55.0
1782236825.869,2026-06-23T18:47:05,0.604,550.40,281.600,154.993,56.0
1782236829.960,2026-06-23T18:47:09,0.585,550.40,281.600,154.993,56.0
1782236834.056,2026-06-23T18:47:14,1.057,550.40,281.600,154.993,56.0
1782236838.151,2026-06-23T18:47:18,0.543,550.40,281.600,154.993,56.0
1782236842.244,2026-06-23T18:47:22,0.518,550.40,281.600,154.993,56.0
1782236846.341,2026-06-23T18:47:26,0.731,550.40,281.600,154.993,57.0
1782236850.431,2026-06-23T18:47:30,0.686,550.40,281.600,154.993,57.0
1782236854.519,2026-06-23T18:47:34,0.501,550.40,281.600,154.993,57.0
1782236858.562,2026-06-23T18:47:38,0.511,550.40,281.600,154.993,57.0
1782236862.652,2026-06-23T18:47:42,0.514,550.40,281.600,154.993,57.0
1782236866.740,2026-06-23T18:47:46,0.504,550.40,281.600,154.993,58.0
1782236870.830,2026-06-23T18:47:50,0.763,550.40,281.600,154.993,58.0
1782236874.918,2026-06-23T18:47:54,0.504,550.40,281.600,154.993,58.0
1782236879.007,2026-06-23T18:47:59,0.510,550.40,281.600,154.993,58.0
1782236883.104,2026-06-23T18:48:03,0.619,550.40,281.600,154.993,58.0
1782236887.198,2026-06-23T18:48:07,0.680,550.40,281.600,154.993,59.0
1782236891.292,2026-06-23T18:48:11,0.561,550.40,281.600,154.993,59.0
1782236895.387,2026-06-23T18:48:15,0.510,550.40,281.600,154.993,59.0
1782236899.437,2026-06-23T18:48:19,0.738,550.40,281.600,154.993,59.0
1782236903.534,2026-06-23T18:48:23,0.560,550.40,281.600,154.993,60.0
1782236907.636,2026-06-23T18:48:27,0.662,550.40,281.600,154.993,60.0
1782236911.735,2026-06-23T18:48:31,0.542,550.40,263.400,144.975,60.0
1782236915.741,2026-06-23T18:48:35,0.500,550.40,245.300,135.013,60.0
1782236919.745,2026-06-23T18:48:39,0.657,550.40,227.100,124.996,60.0
1782236923.849,2026-06-23T18:48:43,0.530,550.40,208.900,114.979,60.0
1782236927.949,2026-06-23T18:48:47,0.632,550.40,190.800,105.016,61.0
1782236932.008,2026-06-23T18:48:52,0.560,550.40,172.600,94.999,61.0
1782236936.012,2026-06-23T18:48:56,0.502,550.40,154.400,84.982,61.0
1782236940.017,2026-06-23T18:49:00,0.501,550.40,136.300,75.020,61.0
1782236944.022,2026-06-23T18:49:04,0.628,550.40,118.100,65.002,61.0
1782236948.126,2026-06-23T18:49:08,0.513,550.40,99.930,55.001,61.0
1782236952.220,2026-06-23T18:49:12,0.607,550.40,81.760,45.001,61.0
1782236956.323,2026-06-23T18:49:16,0.588,550.40,63.590,35.000,61.0
1782236960.281,2026-06-23T18:49:20,0.695,550.40,45.420,24.999,61.0
1782236964.281,2026-06-23T18:49:24,0.506,550.40,27.250,14.998,61.0
1782236968.279,2026-06-23T18:49:28,0.506,550.40,9.084,5.000,61.0
1782236972.379,2026-06-23T18:49:32,0.608,550.40,0.000,0.000,61.0
1782236976.482,2026-06-23T18:49:36,0.541,550.40,9.084,5.000,61.0
1782236980.589,2026-06-23T18:49:40,0.547,550.40,0.000,0.000,61.0
1782236984.685,2026-06-23T18:49:44,0.507,550.40,9.084,5.000,61.0
1782236988.733,2026-06-23T18:49:48,0.491,550.40,0.000,0.000,61.0
1782236992.827,2026-06-23T18:49:52,0.502,550.40,9.084,5.000,61.0
1782236996.934,2026-06-23T18:49:56,0.707,550.40,18.170,10.001,61.0
1782237000.941,2026-06-23T18:50:00,0.500,550.40,0.000,0.000,61.0
1782237004.936,2026-06-23T18:50:04,0.578,550.40,9.084,5.000,61.0
1782237009.030,2026-06-23T18:50:09,0.681,550.40,0.000,0.000,61.0
1782237013.122,2026-06-23T18:50:13,0.505,550.40,9.084,5.000,61.0
1782237017.213,2026-06-23T18:50:17,0.634,550.40,0.000,0.000,61.0
1782237021.263,2026-06-23T18:50:21,0.523,550.40,9.084,5.000,61.0
1782237025.365,2026-06-23T18:50:25,0.510,550.40,18.170,10.001,61.0
1782237029.367,2026-06-23T18:50:29,0.502,550.40,0.000,0.000,61.0
1782237033.461,2026-06-23T18:50:33,0.504,550.40,9.084,5.000,61.0
1782237037.561,2026-06-23T18:50:37,0.602,550.40,0.000,0.000,61.0
1782237041.658,2026-06-23T18:50:41,0.579,550.40,9.084,5.000,61.0
1782237045.756,2026-06-23T18:50:45,0.508,550.40,0.000,0.000,61.0
1782237049.850,2026-06-23T18:50:49,0.521,550.40,9.084,5.000,61.0
1782237053.945,2026-06-23T18:50:53,0.508,550.40,0.000,0.000,61.0
