timestamp_unix,timestamp_iso,cmd,bursts,success,transmit_ms,read_ms,pandapower_ms,cycle_ms
1782235163.036,2026-06-23T18:19:23,HOLD,0,1,10.308,0.007,42.866,42.979
1782235167.120,2026-06-23T18:19:27,HOLD,0,1,10.308,0.008,42.792,42.910
1782235171.203,2026-06-23T18:19:31,HOLD,0,1,10.308,0.007,41.271,41.378
1782235175.288,2026-06-23T18:19:35,HOLD,0,1,10.308,0.007,43.000,43.115
1782235179.372,2026-06-23T18:19:39,HOLD,0,1,10.308,0.007,42.874,42.991
1782235183.457,2026-06-23T18:19:43,HOLD,0,1,10.308,0.006,43.469,43.569
1782235187.546,2026-06-23T18:19:47,HOLD,0,1,10.308,0.007,42.883,43.004
1782235191.635,2026-06-23T18:19:51,HOLD,0,1,10.308,0.008,45.090,45.209
1782235195.679,2026-06-23T18:19:55,HOLD,0,1,10.308,0.007,41.285,41.393
1782235199.763,2026-06-23T18:19:59,HOLD,0,1,10.308,0.006,43.158,43.272
1782235203.849,2026-06-23T18:20:03,HOLD,0,1,10.308,0.006,41.452,41.554
1782235207.932,2026-06-23T18:20:07,HOLD,0,1,10.308,0.006,43.511,43.626
1782235212.020,2026-06-23T18:20:12,HOLD,0,1,10.308,0.006,43.305,43.422
1782235216.106,2026-06-23T18:20:16,HOLD,0,1,10.308,0.007,43.164,43.282
1782235220.194,2026-06-23T18:20:20,HOLD,0,1,10.308,0.007,43.138,43.253
1782235224.279,2026-06-23T18:20:24,HOLD,0,1,10.308,0.007,42.830,42.943
1782235228.371,2026-06-23T18:20:28,HOLD,0,1,10.308,0.007,44.105,44.207
1782235232.463,2026-06-23T18:20:32,HOLD,0,1,10.308,0.007,44.457,44.578
1782235236.510,2026-06-23T18:20:36,HOLD,0,1,10.308,0.008,43.220,43.328
1782235240.597,2026-06-23T18:20:40,HOLD,0,1,10.308,0.007,42.155,42.257
