timestamp_unix,timestamp_iso,cmd,bursts,success,transmit_ms,read_ms,pandapower_ms,cycle_ms
1782234791.129,2026-06-23T18:13:11,LOWER,1,1,11.768,0.005,2810.377,2810.493
1782234792.403,2026-06-23T18:13:12,LOWER,1,1,9.883,0.006,28.847,28.946
1782234796.442,2026-06-23T18:13:16,LOWER,1,1,10.071,0.005,28.322,28.418
1782234800.480,2026-06-23T18:13:20,LOWER,1,1,8.766,0.007,43.174,43.307
1782234804.575,2026-06-23T18:13:24,LOWER,1,1,9.751,0.006,43.527,43.666
1782234808.619,2026-06-23T18:13:28,LOWER,1,1,13.946,0.005,28.079,28.177
1782234812.628,2026-06-23T18:13:32,LOWER,1,1,19.316,0.006,42.743,42.875
1782234816.711,2026-06-23T18:13:36,LOWER,1,1,12.419,0.005,28.100,28.197
1782234820.761,2026-06-23T18:13:40,LOWER,1,1,6.938,0.007,43.029,43.164
1782234824.856,2026-06-23T18:13:44,LOWER,1,1,6.916,0.007,40.943,41.074
1782234828.953,2026-06-23T18:13:48,LOWER,1,1,13.239,0.006,41.167,41.287
1782234833.047,2026-06-23T18:13:53,LOWER,1,1,10.314,0.006,40.472,40.595
1782234837.008,2026-06-23T18:13:57,LOWER,1,1,10.523,0.007,43.975,44.111
1782234841.008,2026-06-23T18:14:01,LOWER,1,1,7.098,0.006,44.915,45.057
1782234845.109,2026-06-23T18:14:05,LOWER,1,1,10.569,0.007,44.161,44.300
1782234849.109,2026-06-23T18:14:09,LOWER,1,1,9.052,0.008,44.227,44.367
1782234853.202,2026-06-23T18:14:13,LOWER,1,1,3.587,0.007,42.940,43.076
1782234857.296,2026-06-23T18:14:17,LOWER,1,1,6.749,0.007,42.788,42.925
1782234861.390,2026-06-23T18:14:21,LOWER,1,1,7.260,0.006,43.017,43.157
1782234865.443,2026-06-23T18:14:25,LOWER,1,1,9.924,0.007,43.074,43.228
1782234869.545,2026-06-23T18:14:29,LOWER,1,1,12.752,0.007,44.248,44.384
1782234873.612,2026-06-23T18:14:33,LOWER,1,1,10.241,0.005,29.292,29.391
1782234877.695,2026-06-23T18:14:37,LOWER,1,1,7.862,0.007,42.696,42.830
1782234881.783,2026-06-23T18:14:41,LOWER,1,1,7.278,0.008,40.433,40.560
1782234885.876,2026-06-23T18:14:45,LOWER,1,1,9.756,0.007,41.352,41.471
1782234889.972,2026-06-23T18:14:49,LOWER,1,1,8.866,0.007,42.699,42.814
1782234894.074,2026-06-23T18:14:54,LOWER,1,1,15.399,0.006,42.628,42.765
1782234898.170,2026-06-23T18:14:58,LOWER,1,1,9.403,0.006,42.714,42.851
1782234902.269,2026-06-23T18:15:02,LOWER,1,1,7.307,0.008,44.451,44.586
1782234906.317,2026-06-23T18:15:06,LOWER,1,1,6.839,0.006,41.387,41.517
1782234910.406,2026-06-23T18:15:10,LOWER,1,1,5.389,0.007,42.531,42.665
1782234914.498,2026-06-23T18:15:14,LOWER,1,1,7.940,0.007,42.712,42.849
1782234918.587,2026-06-23T18:15:18,LOWER,1,1,3.557,0.007,43.198,43.317
1782234922.684,2026-06-23T18:15:22,LOWER,1,1,6.905,0.007,43.570,43.708
1782234926.776,2026-06-23T18:15:26,LOWER,1,1,3.575,0.006,43.503,43.639
1782234930.874,2026-06-23T18:15:30,LOWER,1,1,10.098,0.006,43.568,43.703
1782234934.972,2026-06-23T18:15:34,LOWER,1,1,10.794,0.006,43.714,43.849
1782234939.067,2026-06-23T18:15:39,LOWER,1,1,9.127,0.006,43.367,43.502
1782234943.169,2026-06-23T18:15:43,LOWER,1,1,11.270,0.006,43.627,43.764
1782234947.221,2026-06-23T18:15:47,LOWER,1,1,6.712,0.007,43.447,43.580
1782234951.319,2026-06-23T18:15:51,LOWER,1,1,10.344,0.007,43.111,43.230
1782234955.309,2026-06-23T18:15:55,HOLD,0,1,10.344,0.008,43.964,44.065
1782234959.394,2026-06-23T18:15:59,HOLD,0,1,10.344,0.007,41.565,41.675
1782234963.485,2026-06-23T18:16:03,HOLD,0,1,10.344,0.007,43.507,43.622
1782234967.570,2026-06-23T18:16:07,HOLD,0,1,10.344,0.008,43.396,43.512
1782234971.660,2026-06-23T18:16:11,HOLD,0,1,10.344,0.008,44.220,44.339
1782234975.746,2026-06-23T18:16:15,HOLD,0,1,10.344,0.007,41.682,41.784
1782234979.836,2026-06-23T18:16:19,HOLD,0,1,10.344,0.008,43.819,43.934
1782234983.881,2026-06-23T18:16:23,HOLD,0,1,10.344,0.006,41.607,41.712
1782234987.973,2026-06-23T18:16:27,HOLD,0,1,10.344,0.007,43.414,43.528
1782234992.060,2026-06-23T18:16:32,HOLD,0,1,10.344,0.007,41.645,41.757
1782234996.147,2026-06-23T18:16:36,HOLD,0,1,10.344,0.007,41.800,41.905
1782235000.234,2026-06-23T18:16:40,HOLD,0,1,10.344,0.007,43.673,43.795
1782235004.324,2026-06-23T18:16:44,HOLD,0,1,10.344,0.007,43.551,43.671
1782235008.408,2026-06-23T18:16:48,HOLD,0,1,10.344,0.007,41.934,42.041
1782235012.496,2026-06-23T18:16:52,HOLD,0,1,10.344,0.007,43.443,43.548
1782235016.586,2026-06-23T18:16:56,HOLD,0,1,10.344,0.008,43.497,43.615
1782235020.673,2026-06-23T18:17:00,HOLD,0,1,10.344,0.007,43.617,43.732
1782235024.717,2026-06-23T18:17:04,HOLD,0,1,10.344,0.007,43.638,43.755
1782235028.805,2026-06-23T18:17:08,HOLD,0,1,10.344,0.006,43.653,43.769
1782235032.891,2026-06-23T18:17:12,HOLD,0,1,10.344,0.006,43.374,43.488
1782235036.985,2026-06-23T18:17:16,HOLD,0,1,10.344,0.007,46.655,46.774
1782235041.077,2026-06-23T18:17:21,HOLD,0,1,10.344,0.008,44.802,44.919
1782235045.167,2026-06-23T18:17:25,HOLD,0,1,10.344,0.007,43.206,43.317
1782235049.264,2026-06-23T18:17:29,HOLD,0,1,10.344,0.008,45.276,45.394
1782235053.360,2026-06-23T18:17:33,HOLD,0,1,10.344,0.007,45.074,45.192
1782235057.452,2026-06-23T18:17:37,HOLD,0,1,10.344,0.007,45.212,45.331
1782235061.543,2026-06-23T18:17:41,HOLD,0,1,10.344,0.008,45.161,45.281
1782235065.590,2026-06-23T18:17:45,HOLD,0,1,10.344,0.008,42.800,42.906
1782235069.686,2026-06-23T18:17:49,HOLD,0,1,10.344,0.007,45.827,45.926
1782235073.780,2026-06-23T18:17:53,HOLD,0,1,10.344,0.007,45.373,45.505
1782235077.878,2026-06-23T18:17:57,HOLD,0,1,10.344,0.007,45.158,45.276
1782235081.988,2026-06-23T18:18:01,HIGHER,2,1,13.722,0.007,45.262,45.403
1782235086.001,2026-06-23T18:18:06,HIGHER,2,1,13.536,0.007,44.663,44.801
1782235090.011,2026-06-23T18:18:10,HIGHER,2,1,16.090,0.008,44.774,44.915
1782235094.119,2026-06-23T18:18:14,HIGHER,2,1,13.145,0.007,45.324,45.463
1782235098.081,2026-06-23T18:18:18,HIGHER,2,1,12.932,0.007,44.879,45.015
1782235102.086,2026-06-23T18:18:22,HIGHER,2,1,12.326,0.007,44.704,44.842
1782235106.086,2026-06-23T18:18:26,HIGHER,2,1,7.391,0.007,44.503,44.642
1782235110.091,2026-06-23T18:18:30,HIGHER,2,1,12.118,0.007,44.400,44.537
1782235114.198,2026-06-23T18:18:34,HIGHER,2,1,13.086,0.006,44.820,44.959
1782235118.300,2026-06-23T18:18:38,HIGHER,2,1,9.102,0.008,44.785,44.925
1782235122.355,2026-06-23T18:18:42,HIGHER,2,1,9.480,0.007,43.131,43.268
1782235126.455,2026-06-23T18:18:46,HIGHER,2,1,13.829,0.006,43.021,43.155
1782235130.556,2026-06-23T18:18:50,HIGHER,2,1,15.760,0.007,42.950,43.107
1782235134.560,2026-06-23T18:18:54,HIGHER,2,1,19.781,0.006,42.755,42.892
1782235138.556,2026-06-23T18:18:58,HIGHER,2,1,12.905,0.006,40.498,40.623
1782235142.651,2026-06-23T18:19:02,HIGHER,1,1,10.308,0.006,41.116,41.242
1782235146.738,2026-06-23T18:19:06,HOLD,0,1,10.308,0.007,43.074,43.193
1782235150.825,2026-06-23T18:19:10,HOLD,0,1,10.308,0.007,43.028,43.145
1782235154.869,2026-06-23T18:19:14,HOLD,0,1,10.308,0.007,40.928,41.040
1782235158.952,2026-06-23T18:19:18,HOLD,0,1,10.308,0.006,41.266,41.372
