timestamp_unix,timestamp_iso,cmd,setpoint_kw,latency_ms
1782664381.483,2026-06-28T17:33:01,HIGHER,0.00,340.330
1782664385.333,2026-06-28T17:33:05,LOWER,5.00,91.999
1782664389.575,2026-06-28T17:33:09,HIGHER,0.00,239.156
1782664393.855,2026-06-28T17:33:13,LOWER,5.00,419.670
1782664398.115,2026-06-28T17:33:18,HIGHER,0.00,683.492
1782664401.556,2026-06-28T17:33:21,LOWER,5.00,22.371
1782664405.810,2026-06-28T17:33:25,HIGHER,0.00,176.966
1782664410.080,2026-06-28T17:33:30,LOWER,5.00,346.054
1782664413.867,2026-06-28T17:33:33,HIGHER,0.00,82.966
1782664418.147,2026-06-28T17:33:38,LOWER,5.00,270.276
1782664422.415,2026-06-28T17:33:42,HIGHER,0.00,438.064
1782664426.277,2026-06-28T17:33:46,LOWER,5.00,301.889
1782664430.168,2026-06-28T17:33:50,LOWER,10.00,98.879
1782664434.371,2026-06-28T17:33:54,HIGHER,0.00,205.113
1782664438.193,2026-06-28T17:33:58,LOWER,5.00,27.089
1782664442.480,2026-06-28T17:34:02,HIGHER,0.00,213.493
1782664447.164,2026-06-28T17:34:07,LOWER,5.00,834.853
1782664450.570,2026-06-28T17:34:10,LOWER,10.00,239.423
1782664454.398,2026-06-28T17:34:14,HIGHER,0.00,63.989
1782664458.647,2026-06-28T17:34:18,LOWER,5.00,309.642
1782664462.900,2026-06-28T17:34:22,HIGHER,0.00,463.321
1782664467.182,2026-06-28T17:34:27,LOWER,5.00,639.883
1782664470.970,2026-06-28T17:34:30,HIGHER,0.00,331.055
1782664474.813,2026-06-28T17:34:34,LOWER,5.00,215.964
1782664478.652,2026-06-28T17:34:38,HIGHER,0.00,57.512
1782664482.915,2026-06-28T17:34:42,LOWER,5.00,219.497
1782664487.228,2026-06-28T17:34:47,HIGHER,0.00,436.326
1782664491.005,2026-06-28T17:34:51,LOWER,5.00,109.982
1782664495.323,2026-06-28T17:34:55,HIGHER,0.00,326.951
1782664499.113,2026-06-28T17:34:59,LOWER,5.00,18.338
1782664503.365,2026-06-28T17:35:03,HIGHER,0.00,176.067
1782664507.609,2026-06-28T17:35:07,HIGHER,-10.00,360.016
1782664511.424,2026-06-28T17:35:11,LOWER,-5.00,177.831
1782664515.284,2026-06-28T17:35:15,LOWER,0.00,33.360
1782664519.496,2026-06-28T17:35:19,LOWER,5.00,249.561
1782664523.377,2026-06-28T17:35:23,HIGHER,0.00,127.808
1782664527.607,2026-06-28T17:35:27,LOWER,5.00,260.449
1782664531.424,2026-06-28T17:35:31,LOWER,10.00,17.208
1782664535.704,2026-06-28T17:35:35,HIGHER,0.00,293.987
1782664539.491,2026-06-28T17:35:39,LOWER,5.00,83.418
1782664543.864,2026-06-28T17:35:43,HIGHER,0.00,357.572
1782664548.049,2026-06-28T17:35:48,LOWER,5.00,450.677
1782664551.871,2026-06-28T17:35:51,HIGHER,0.00,176.219
1782664556.507,2026-06-28T17:35:56,LOWER,5.00,717.138
1782664559.980,2026-06-28T17:35:59,HIGHER,0.00,87.516
1782664564.709,2026-06-28T17:36:04,LOWER,5.00,763.965
1782664568.091,2026-06-28T17:36:08,HIGHER,0.00,143.871
1782664572.299,2026-06-28T17:36:12,LOWER,5.00,252.633
1782664576.119,2026-06-28T17:36:16,HIGHER,0.00,72.889
1782664580.404,2026-06-28T17:36:20,LOWER,5.00,257.755
1782664584.253,2026-06-28T17:36:24,HIGHER,0.00,16.666
1782664588.476,2026-06-28T17:36:28,LOWER,5.00,141.948
1782664593.147,2026-06-28T17:36:33,HIGHER,0.00,715.686
1782664596.518,2026-06-28T17:36:36,LOWER,5.00,40.696
1782664600.765,2026-06-28T17:36:40,HIGHER,0.00,185.579
1782664604.992,2026-06-28T17:36:44,LOWER,5.00,406.847
1782664608.834,2026-06-28T17:36:48,HIGHER,0.00,247.949
1782664613.010,2026-06-28T17:36:53,LOWER,5.00,326.695
1782664616.830,2026-06-28T17:36:56,HIGHER,0.00,48.022
1782664621.144,2026-06-28T17:37:01,LOWER,5.00,271.634
1782664625.334,2026-06-28T17:37:05,HIGHER,0.00,364.495
1782664629.223,2026-06-28T17:37:09,HIGHER,-10.00,293.245
1782664633.416,2026-06-28T17:37:13,LOWER,-5.00,391.400
1782664637.279,2026-06-28T17:37:17,LOWER,0.00,162.108
1782664641.947,2026-06-28T17:37:21,LOWER,5.00,729.265
1782664645.386,2026-06-28T17:37:25,HIGHER,0.00,71.448
1782664649.659,2026-06-28T17:37:29,LOWER,5.00,345.492
