timestamp_unix,timestamp_iso,cmd,bursts,success,transmit_ms,read_ms,pandapower_ms,cycle_ms
1782663729.563,2026-06-28T17:22:09,LOWER,1,1,9.660,0.007,43.691,43.823
1782663733.562,2026-06-28T17:22:13,LOWER,1,1,3.660,0.021,45.687,45.834
1782663737.666,2026-06-28T17:22:17,LOWER,1,1,9.553,0.008,44.677,44.813
1782663741.665,2026-06-28T17:22:21,LOWER,1,1,3.228,0.008,45.018,45.156
1782663745.668,2026-06-28T17:22:25,LOWER,1,1,5.129,0.008,44.715,44.852
1782663749.783,2026-06-28T17:22:29,LOWER,1,1,12.013,0.008,52.372,52.505
1782663753.742,2026-06-28T17:22:33,LOWER,1,1,9.281,0.008,44.608,44.744
1782663757.745,2026-06-28T17:22:37,LOWER,1,1,9.464,0.009,43.207,43.330
1782663761.749,2026-06-28T17:22:41,LOWER,1,1,10.953,0.009,44.866,45.004
1782663765.753,2026-06-28T17:22:45,LOWER,1,1,10.374,0.008,43.229,43.352
1782663769.845,2026-06-28T17:22:49,HOLD,0,1,10.374,0.008,44.583,44.697
1782663773.937,2026-06-28T17:22:53,HOLD,0,1,10.374,0.008,44.912,45.030
1782663777.988,2026-06-28T17:22:57,HOLD,0,1,10.374,0.008,44.757,44.871
1782663782.078,2026-06-28T17:23:02,HOLD,0,1,10.374,0.008,44.517,44.633
1782663786.169,2026-06-28T17:23:06,HOLD,0,1,10.374,0.008,43.240,43.350
1782663790.259,2026-06-28T17:23:10,HOLD,0,1,10.374,0.008,44.558,44.674
1782663794.352,2026-06-28T17:23:14,HOLD,0,1,10.374,0.007,45.171,45.285
1782663798.444,2026-06-28T17:23:18,HOLD,0,1,10.374,0.008,44.353,44.470
1782663802.540,2026-06-28T17:23:22,HOLD,0,1,10.374,0.008,45.017,45.137
1782663806.634,2026-06-28T17:23:26,HOLD,0,1,10.374,0.008,45.061,45.176
1782663810.724,2026-06-28T17:23:30,HOLD,0,1,10.374,0.007,44.884,44.999
1782663814.818,2026-06-28T17:23:34,HOLD,0,1,10.374,0.008,45.051,45.165
1782663818.870,2026-06-28T17:23:38,HOLD,0,1,10.374,0.009,45.808,45.925
1782663822.968,2026-06-28T17:23:42,HOLD,0,1,10.374,0.009,45.785,45.884
1782663827.064,2026-06-28T17:23:47,HOLD,0,1,10.374,0.007,44.143,44.255
1782663831.157,2026-06-28T17:23:51,HOLD,0,1,10.374,0.008,44.414,44.529
1782663835.250,2026-06-28T17:23:55,HOLD,0,1,10.374,0.007,44.924,45.044
1782663839.343,2026-06-28T17:23:59,HOLD,0,1,10.374,0.008,44.668,44.785
1782663843.437,2026-06-28T17:24:03,HOLD,0,1,10.374,0.008,43.490,43.598
1782663847.530,2026-06-28T17:24:07,HOLD,0,1,10.374,0.009,44.865,44.983
1782663851.629,2026-06-28T17:24:11,HOLD,0,1,10.374,0.008,45.322,45.439
1782663855.724,2026-06-28T17:24:15,HOLD,0,1,10.374,0.007,44.261,44.373
1782663859.773,2026-06-28T17:24:19,HOLD,0,1,10.374,0.007,44.672,44.785
1782663863.860,2026-06-28T17:24:23,HOLD,0,1,10.374,0.007,44.010,44.125
1782663867.948,2026-06-28T17:24:27,HOLD,0,1,10.374,0.007,42.369,42.478
1782663872.039,2026-06-28T17:24:32,HOLD,0,1,10.374,0.007,44.178,44.292
1782663876.131,2026-06-28T17:24:36,HOLD,0,1,10.374,0.008,44.049,44.164
1782663880.222,2026-06-28T17:24:40,HOLD,0,1,10.374,0.008,44.928,45.043
1782663884.320,2026-06-28T17:24:44,HOLD,0,1,10.374,0.008,45.107,45.224
1782663888.415,2026-06-28T17:24:48,HOLD,0,1,10.374,0.009,44.497,44.600
1782663892.510,2026-06-28T17:24:52,HOLD,0,1,10.374,0.007,45.327,45.442
1782663896.610,2026-06-28T17:24:56,HOLD,0,1,10.374,0.008,45.711,45.829
1782663900.664,2026-06-28T17:25:00,HOLD,0,1,10.374,0.008,45.378,45.496
1782663904.759,2026-06-28T17:25:04,HOLD,0,1,10.374,0.008,44.817,44.932
1782663908.852,2026-06-28T17:25:08,HOLD,0,1,10.374,0.008,43.089,43.198
1782663912.944,2026-06-28T17:25:12,HOLD,0,1,10.374,0.008,43.631,43.733
1782663917.042,2026-06-28T17:25:17,HOLD,0,1,10.374,0.007,45.297,45.412
1782663921.134,2026-06-28T17:25:21,HOLD,0,1,10.374,0.007,44.163,44.260
1782663925.231,2026-06-28T17:25:25,HOLD,0,1,10.374,0.009,45.359,45.482
1782663929.325,2026-06-28T17:25:29,HOLD,0,1,10.374,0.009,42.927,43.033
1782663933.419,2026-06-28T17:25:33,HOLD,0,1,10.374,0.008,45.095,45.208
1782663937.509,2026-06-28T17:25:37,HOLD,0,1,10.374,0.007,44.063,44.172
1782663941.558,2026-06-28T17:25:41,HOLD,0,1,10.374,0.007,44.612,44.711
1782663945.653,2026-06-28T17:25:45,HOLD,0,1,10.374,0.006,44.624,44.739
1782663949.746,2026-06-28T17:25:49,HOLD,0,1,10.374,0.007,44.730,44.846
1782663953.838,2026-06-28T17:25:53,HOLD,0,1,10.374,0.008,44.498,44.612
1782663957.931,2026-06-28T17:25:57,HOLD,0,1,10.374,0.008,44.300,44.416
1782663962.022,2026-06-28T17:26:02,HOLD,0,1,10.374,0.008,44.924,45.040
1782663966.122,2026-06-28T17:26:06,HOLD,0,1,10.374,0.007,44.890,45.002
1782663970.220,2026-06-28T17:26:10,HOLD,0,1,10.374,0.009,44.983,45.098
1782663974.315,2026-06-28T17:26:14,HOLD,0,1,10.374,0.008,44.820,44.935
1782663978.412,2026-06-28T17:26:18,HOLD,0,1,10.374,0.008,44.774,44.888
1782663982.463,2026-06-28T17:26:22,HOLD,0,1,10.374,0.008,45.352,45.467
1782663986.559,2026-06-28T17:26:26,HOLD,0,1,10.374,0.007,44.796,44.911
1782663990.650,2026-06-28T17:26:30,HOLD,0,1,10.374,0.009,44.587,44.704
1782663994.742,2026-06-28T17:26:34,HOLD,0,1,10.374,0.009,44.063,44.177
1782663998.834,2026-06-28T17:26:38,HOLD,0,1,10.374,0.007,44.133,44.244
1782664002.927,2026-06-28T17:26:42,HOLD,0,1,10.374,0.007,44.878,44.992
1782664007.021,2026-06-28T17:26:47,HOLD,0,1,10.374,0.008,42.266,42.375
1782664011.111,2026-06-28T17:26:51,HOLD,0,1,10.374,0.007,41.769,41.894
1782664015.202,2026-06-28T17:26:55,HOLD,0,1,10.374,0.007,44.310,44.423
1782664019.295,2026-06-28T17:26:59,HOLD,0,1,10.374,0.008,44.871,44.988
1782664023.340,2026-06-28T17:27:03,HOLD,0,1,10.374,0.008,41.722,41.826
1782664027.435,2026-06-28T17:27:07,HOLD,0,1,10.374,0.007,46.105,46.206
1782664031.531,2026-06-28T17:27:11,HOLD,0,1,10.374,0.007,43.896,44.017
1782664035.624,2026-06-28T17:27:15,HOLD,0,1,10.374,0.008,44.084,44.195
1782664039.721,2026-06-28T17:27:19,HOLD,0,1,10.374,0.008,45.069,45.184
1782664043.816,2026-06-28T17:27:23,HOLD,0,1,10.374,0.007,44.355,44.452
1782664047.913,2026-06-28T17:27:27,HOLD,0,1,10.374,0.008,45.339,45.456
1782664052.008,2026-06-28T17:27:32,HOLD,0,1,10.374,0.008,44.666,44.783
1782664056.103,2026-06-28T17:27:36,HOLD,0,1,10.374,0.008,44.976,45.092
1782664060.200,2026-06-28T17:27:40,HOLD,0,1,10.374,0.008,45.484,45.600
1782664064.247,2026-06-28T17:27:44,HOLD,0,1,10.374,0.008,43.051,43.156
1782664068.340,2026-06-28T17:27:48,HOLD,0,1,10.374,0.008,42.763,42.863
1782664072.436,2026-06-28T17:27:52,HOLD,0,1,10.374,0.008,45.560,45.676
1782664076.534,2026-06-28T17:27:56,HOLD,0,1,10.374,0.008,45.198,45.319
1782664080.632,2026-06-28T17:28:00,HOLD,0,1,10.374,0.008,45.436,45.553
1782664084.728,2026-06-28T17:28:04,HOLD,0,1,10.374,0.009,45.199,45.317
1782664088.825,2026-06-28T17:28:08,HOLD,0,1,10.374,0.008,44.689,44.803
1782664092.919,2026-06-28T17:28:12,HOLD,0,1,10.374,0.008,44.748,44.864
1782664097.010,2026-06-28T17:28:17,HOLD,0,1,10.374,0.008,45.153,45.271
1782664101.104,2026-06-28T17:28:21,HOLD,0,1,10.374,0.009,45.401,45.517
1782664105.155,2026-06-28T17:28:25,HOLD,0,1,10.374,0.007,44.674,44.787
1782664109.253,2026-06-28T17:28:29,HOLD,0,1,10.374,0.009,45.069,45.185
1782664113.349,2026-06-28T17:28:33,HOLD,0,1,10.374,0.008,44.187,44.295
1782664117.442,2026-06-28T17:28:37,HOLD,0,1,10.374,0.007,45.001,45.116
1782664121.535,2026-06-28T17:28:41,HOLD,0,1,10.374,0.009,44.112,44.226
1782664125.628,2026-06-28T17:28:45,HOLD,0,1,10.374,0.008,47.976,48.091
1782664129.721,2026-06-28T17:28:49,HOLD,0,1,10.374,0.008,44.703,44.816
1782664133.813,2026-06-28T17:28:53,HOLD,0,1,10.374,0.007,44.036,44.148
1782664137.901,2026-06-28T17:28:57,HOLD,0,1,10.374,0.008,42.401,42.510
1782664141.991,2026-06-28T17:29:01,HOLD,0,1,10.374,0.007,44.037,44.148
1782664146.036,2026-06-28T17:29:06,HOLD,0,1,10.374,0.008,43.947,44.062
1782664150.128,2026-06-28T17:29:10,HOLD,0,1,10.374,0.008,44.240,44.356
1782664154.216,2026-06-28T17:29:14,HOLD,0,1,10.374,0.007,41.508,41.612
1782664158.307,2026-06-28T17:29:18,HOLD,0,1,10.374,0.008,42.980,43.085
1782664162.397,2026-06-28T17:29:22,HOLD,0,1,10.374,0.008,44.234,44.348
1782664166.490,2026-06-28T17:29:26,HOLD,0,1,10.374,0.008,45.428,45.544
1782664170.585,2026-06-28T17:29:30,HOLD,0,1,10.374,0.008,44.176,44.291
1782664174.678,2026-06-28T17:29:34,HOLD,0,1,10.374,0.007,44.111,44.224
1782664178.769,2026-06-28T17:29:38,HOLD,0,1,10.374,0.008,44.857,44.971
1782664182.861,2026-06-28T17:29:42,HOLD,0,1,10.374,0.008,45.074,45.191
1782664186.913,2026-06-28T17:29:46,HOLD,0,1,10.374,0.008,44.337,44.449
1782664191.009,2026-06-28T17:29:51,HOLD,0,1,10.374,0.007,44.930,45.045
1782664195.105,2026-06-28T17:29:55,HOLD,0,1,10.374,0.008,44.919,45.035
1782664199.198,2026-06-28T17:29:59,HOLD,0,1,10.374,0.008,45.293,45.410
1782664203.291,2026-06-28T17:30:03,HOLD,0,1,10.374,0.007,45.134,45.249
1782664207.389,2026-06-28T17:30:07,HOLD,0,1,10.374,0.008,45.046,45.158
1782664211.482,2026-06-28T17:30:11,HOLD,0,1,10.374,0.008,43.950,44.062
1782664215.572,2026-06-28T17:30:15,HOLD,0,1,10.374,0.007,44.228,44.341
1782664219.666,2026-06-28T17:30:19,HOLD,0,1,10.374,0.008,44.715,44.828
1782664223.763,2026-06-28T17:30:23,HOLD,0,1,10.374,0.009,45.179,45.295
1782664227.829,2026-06-28T17:30:27,HIGHER,2,1,16.836,0.008,45.462,45.600
1782664231.835,2026-06-28T17:30:31,HIGHER,2,1,12.244,0.008,44.445,44.581
1782664235.844,2026-06-28T17:30:35,HIGHER,2,1,12.518,0.008,45.573,45.710
1782664239.850,2026-06-28T17:30:39,HIGHER,2,1,12.876,0.008,44.666,44.800
1782664243.864,2026-06-28T17:30:43,HIGHER,2,1,18.816,0.008,45.962,46.097
1782664247.972,2026-06-28T17:30:47,HIGHER,2,1,17.573,0.008,44.084,44.218
1782664251.931,2026-06-28T17:30:51,HIGHER,2,1,12.537,0.008,44.495,44.629
1782664255.936,2026-06-28T17:30:55,HIGHER,2,1,11.814,0.008,44.680,44.821
1782664259.938,2026-06-28T17:30:59,HIGHER,2,1,13.046,0.008,44.051,44.186
1782664263.936,2026-06-28T17:31:03,HIGHER,2,1,9.339,0.007,44.981,45.121
1782664268.044,2026-06-28T17:31:08,HIGHER,2,1,13.986,0.008,44.268,44.402
1782664272.151,2026-06-28T17:31:12,HIGHER,2,1,18.510,0.008,44.082,44.219
1782664276.114,2026-06-28T17:31:16,HIGHER,2,1,13.153,0.008,42.797,42.929
1782664280.117,2026-06-28T17:31:20,HIGHER,2,1,8.024,0.008,44.313,44.450
1782664284.218,2026-06-28T17:31:24,HIGHER,2,1,9.868,0.008,44.616,44.750
1782664288.219,2026-06-28T17:31:28,HIGHER,1,1,9.646,0.008,42.210,42.339
1782664292.220,2026-06-28T17:31:32,LOWER,1,1,3.169,0.008,44.234,44.373
1782664296.320,2026-06-28T17:31:36,HIGHER,1,1,8.337,0.008,42.371,42.501
1782664300.288,2026-06-28T17:31:40,HIGHER,2,1,18.765,0.007,43.108,43.217
1782664304.293,2026-06-28T17:31:44,LOWER,1,1,9.750,0.008,44.845,44.982
1782664308.294,2026-06-28T17:31:48,LOWER,1,1,7.112,0.008,45.352,45.493
1782664312.295,2026-06-28T17:31:52,LOWER,1,1,6.580,0.008,44.193,44.329
1782664316.403,2026-06-28T17:31:56,HIGHER,1,1,12.688,0.008,44.020,44.156
1782664320.507,2026-06-28T17:32:00,LOWER,1,1,9.310,0.008,45.347,45.466
1782664324.459,2026-06-28T17:32:04,LOWER,1,1,3.302,0.008,44.001,44.116
1782664328.565,2026-06-28T17:32:08,HIGHER,2,1,13.295,0.007,44.471,44.609
1782664332.563,2026-06-28T17:32:12,HIGHER,2,1,10.092,0.007,43.531,43.650
1782664336.559,2026-06-28T17:32:16,LOWER,1,1,5.851,0.008,44.099,44.238
1782664340.655,2026-06-28T17:32:20,LOWER,1,1,6.241,0.007,43.985,44.122
1782664344.752,2026-06-28T17:32:24,LOWER,1,1,6.443,0.009,42.550,42.683
1782664348.852,2026-06-28T17:32:28,HIGHER,1,1,10.000,0.008,44.420,44.562
1782664352.810,2026-06-28T17:32:32,HIGHER,2,1,11.795,0.007,43.516,43.631
1782664356.810,2026-06-28T17:32:36,LOWER,1,1,9.667,0.008,43.858,43.993
1782664360.812,2026-06-28T17:32:40,LOWER,1,1,8.656,0.008,44.954,45.093
1782664364.907,2026-06-28T17:32:44,LOWER,1,1,9.073,0.008,43.988,44.125
1782664368.908,2026-06-28T17:32:48,HIGHER,1,1,9.427,0.007,44.112,44.246
1782664373.005,2026-06-28T17:32:53,LOWER,1,1,5.209,0.009,43.583,43.725
1782664377.059,2026-06-28T17:32:57,LOWER,1,1,9.008,0.007,42.176,42.282
1782664381.154,2026-06-28T17:33:01,HIGHER,2,1,6.918,0.008,42.055,42.174
1782664385.253,2026-06-28T17:33:05,LOWER,1,1,9.039,0.008,43.849,43.983
1782664389.347,2026-06-28T17:33:09,HIGHER,1,1,3.191,0.008,45.092,45.227
1782664393.446,2026-06-28T17:33:13,LOWER,1,1,9.520,0.009,43.570,43.708
1782664397.443,2026-06-28T17:33:17,HIGHER,1,1,3.741,0.008,43.405,43.541
1782664401.545,2026-06-28T17:33:21,LOWER,1,1,10.338,0.007,43.937,44.073
1782664405.643,2026-06-28T17:33:25,HIGHER,1,1,6.128,0.008,45.120,45.259
1782664409.744,2026-06-28T17:33:29,LOWER,1,1,9.064,0.008,44.186,44.323
1782664413.795,2026-06-28T17:33:33,HIGHER,1,1,3.704,0.009,41.934,42.067
1782664417.888,2026-06-28T17:33:37,LOWER,1,1,4.228,0.008,44.291,44.426
1782664421.988,2026-06-28T17:33:41,HIGHER,1,1,9.708,0.007,43.414,43.549
1782664425.986,2026-06-28T17:33:45,LOWER,1,1,3.217,0.007,41.854,41.977
1782664430.080,2026-06-28T17:33:50,LOWER,1,1,6.464,0.007,43.890,44.003
1782664434.177,2026-06-28T17:33:54,HIGHER,2,1,9.049,0.007,44.208,44.344
1782664438.177,2026-06-28T17:33:58,LOWER,1,1,8.813,0.009,44.077,44.212
1782664442.277,2026-06-28T17:34:02,HIGHER,1,1,7.052,0.009,44.026,44.176
1782664446.342,2026-06-28T17:34:06,LOWER,1,1,17.391,0.008,44.378,44.514
1782664450.341,2026-06-28T17:34:10,LOWER,1,1,10.732,0.008,44.096,44.211
1782664454.349,2026-06-28T17:34:14,HIGHER,2,1,17.190,0.008,43.806,43.948
1782664458.348,2026-06-28T17:34:18,LOWER,1,1,9.473,0.007,44.054,44.190
1782664462.453,2026-06-28T17:34:22,HIGHER,1,1,16.382,0.007,43.471,43.607
1782664466.553,2026-06-28T17:34:26,LOWER,1,1,6.511,0.008,44.137,44.275
1782664470.650,2026-06-28T17:34:30,HIGHER,1,1,11.459,0.008,44.056,44.209
1782664474.607,2026-06-28T17:34:34,LOWER,1,1,9.274,0.008,44.168,44.305
1782664478.604,2026-06-28T17:34:38,HIGHER,1,1,3.623,0.009,44.569,44.708
1782664482.705,2026-06-28T17:34:42,LOWER,1,1,6.341,0.008,44.540,44.677
1782664486.802,2026-06-28T17:34:46,HIGHER,1,1,3.711,0.007,43.335,43.468
1782664490.907,2026-06-28T17:34:50,LOWER,1,1,10.101,0.007,44.110,44.245
1782664495.006,2026-06-28T17:34:55,HIGHER,1,1,10.638,0.008,43.442,43.576
1782664499.105,2026-06-28T17:34:59,LOWER,1,1,9.793,0.009,43.372,43.513
1782664503.198,2026-06-28T17:35:03,HIGHER,1,1,3.503,0.007,43.522,43.659
1782664507.261,2026-06-28T17:35:07,HIGHER,2,1,17.776,0.008,43.938,44.054
1782664511.256,2026-06-28T17:35:11,LOWER,1,1,9.121,0.008,42.367,42.495
1782664515.260,2026-06-28T17:35:15,LOWER,1,1,13.435,0.008,44.196,44.331
1782664519.256,2026-06-28T17:35:19,LOWER,1,1,8.708,0.008,42.949,43.075
1782664523.258,2026-06-28T17:35:23,HIGHER,1,1,9.257,0.008,44.148,44.287
1782664527.356,2026-06-28T17:35:27,LOWER,1,1,9.496,0.008,44.191,44.325
1782664531.416,2026-06-28T17:35:31,LOWER,1,1,14.244,0.008,44.126,44.240
1782664535.422,2026-06-28T17:35:35,HIGHER,2,1,14.911,0.008,43.430,43.566
1782664539.417,2026-06-28T17:35:39,LOWER,1,1,5.716,0.008,44.018,44.153
1782664543.516,2026-06-28T17:35:43,HIGHER,1,1,11.178,0.008,44.271,44.406
1782664547.609,2026-06-28T17:35:47,LOWER,1,1,5.147,0.008,43.461,43.597
1782664551.705,2026-06-28T17:35:51,HIGHER,1,1,8.967,0.007,43.489,43.623
1782664555.801,2026-06-28T17:35:55,LOWER,1,1,5.323,0.008,44.570,44.708
1782664559.902,2026-06-28T17:35:59,HIGHER,1,1,10.152,0.008,44.144,44.280
1782664563.954,2026-06-28T17:36:03,LOWER,1,1,8.815,0.008,42.741,42.871
1782664567.957,2026-06-28T17:36:07,HIGHER,1,1,9.506,0.008,44.117,44.253
1782664572.056,2026-06-28T17:36:12,LOWER,1,1,9.130,0.007,44.044,44.177
1782664576.056,2026-06-28T17:36:16,HIGHER,1,1,7.786,0.007,43.975,44.109
1782664580.155,2026-06-28T17:36:20,LOWER,1,1,9.354,0.008,43.587,43.723
1782664584.246,2026-06-28T17:36:24,HIGHER,1,1,3.733,0.008,44.123,44.259
1782664588.343,2026-06-28T17:36:28,LOWER,1,1,9.400,0.008,44.077,44.214
1782664592.440,2026-06-28T17:36:32,HIGHER,1,1,6.388,0.008,43.958,44.094
1782664596.486,2026-06-28T17:36:36,LOWER,1,1,3.469,0.007,43.169,43.303
1782664600.589,2026-06-28T17:36:40,HIGHER,1,1,9.164,0.008,44.932,45.068
1782664604.594,2026-06-28T17:36:44,LOWER,1,1,10.690,0.008,45.562,45.701
1782664608.595,2026-06-28T17:36:48,HIGHER,1,1,10.357,0.007,43.895,44.028
1782664612.692,2026-06-28T17:36:52,LOWER,1,1,10.013,0.007,43.347,43.482
1782664616.791,2026-06-28T17:36:56,HIGHER,1,1,9.768,0.008,43.327,43.463
1782664620.881,2026-06-28T17:37:00,LOWER,1,1,3.090,0.007,44.178,44.311
1782664624.979,2026-06-28T17:37:04,HIGHER,1,1,9.863,0.009,44.101,44.240
1782664628.939,2026-06-28T17:37:08,HIGHER,2,1,12.234,0.008,42.418,42.530
1782664633.034,2026-06-28T17:37:13,LOWER,1,1,9.318,0.008,42.513,42.643
1782664637.127,2026-06-28T17:37:17,LOWER,1,1,6.874,0.007,43.364,43.484
1782664641.226,2026-06-28T17:37:21,LOWER,1,1,9.838,0.006,41.679,41.795
1782664645.323,2026-06-28T17:37:25,HIGHER,1,1,9.841,0.008,43.533,43.670
1782664649.327,2026-06-28T17:37:29,LOWER,1,1,13.465,0.009,46.261,46.376
1782664653.418,2026-06-28T17:37:33,HIGHER,1,1,4.619,0.007,43.493,43.607
1782664657.510,2026-06-28T17:37:37,LOWER,1,1,6.441,0.007,43.371,43.510
1782664661.555,2026-06-28T17:37:41,LOWER,1,1,3.648,0.008,42.433,42.543
1782664665.654,2026-06-28T17:37:45,HIGHER,2,1,13.935,0.008,41.920,42.046
1782664669.651,2026-06-28T17:37:49,LOWER,1,1,9.823,0.007,44.047,44.180
1782664673.746,2026-06-28T17:37:53,HIGHER,1,1,9.714,0.008,42.575,42.695
1782664677.843,2026-06-28T17:37:57,LOWER,1,1,9.474,0.007,43.555,43.674
1782664681.936,2026-06-28T17:38:01,HIGHER,1,1,3.540,0.008,43.712,43.851
1782664686.032,2026-06-28T17:38:06,LOWER,1,1,8.401,0.007,43.813,43.949
1782664690.128,2026-06-28T17:38:10,HIGHER,1,1,8.979,0.007,43.532,43.687
1782664694.219,2026-06-28T17:38:14,LOWER,1,1,3.746,0.008,43.425,43.560
1782664698.267,2026-06-28T17:38:18,HIGHER,1,1,8.163,0.008,43.407,43.541
1782664702.363,2026-06-28T17:38:22,LOWER,1,1,9.640,0.008,43.391,43.510
1782664706.363,2026-06-28T17:38:26,HIGHER,1,1,9.684,0.008,43.317,43.453
1782664710.457,2026-06-28T17:38:30,LOWER,1,1,5.310,0.008,44.297,44.437
1782664714.552,2026-06-28T17:38:34,HIGHER,1,1,7.749,0.008,44.024,44.160
1782664718.643,2026-06-28T17:38:38,LOWER,1,1,3.162,0.007,44.086,44.221
1782664722.739,2026-06-28T17:38:42,HIGHER,1,1,13.220,0.008,43.885,44.020
1782664726.835,2026-06-28T17:38:46,LOWER,1,1,9.424,0.007,44.058,44.193
1782664730.935,2026-06-28T17:38:50,HIGHER,1,1,9.022,0.008,44.087,44.225
1782664734.889,2026-06-28T17:38:54,LOWER,1,1,6.805,0.008,44.198,44.335
1782664738.984,2026-06-28T17:38:58,HIGHER,1,1,8.588,0.008,44.317,44.452
1782664743.073,2026-06-28T17:39:03,LOWER,1,1,3.614,0.007,44.073,44.210
1782664747.162,2026-06-28T17:39:07,LOWER,1,1,3.173,0.007,43.488,43.602
1782664751.261,2026-06-28T17:39:11,HIGHER,2,1,12.443,0.007,44.588,44.726
1782664755.356,2026-06-28T17:39:15,LOWER,1,1,9.918,0.009,44.136,44.273
1782664759.356,2026-06-28T17:39:19,HIGHER,1,1,9.156,0.008,44.110,44.246
1782664763.455,2026-06-28T17:39:23,LOWER,1,1,9.899,0.007,44.176,44.315
1782664767.410,2026-06-28T17:39:27,LOWER,1,1,9.293,0.007,43.524,43.638
1782664771.505,2026-06-28T17:39:31,HIGHER,2,1,6.581,0.009,43.213,43.348
1782664775.608,2026-06-28T17:39:35,LOWER,1,1,9.936,0.008,44.171,44.306
1782664779.707,2026-06-28T17:39:39,HIGHER,1,1,9.856,0.008,44.438,44.554
1782664783.710,2026-06-28T17:39:43,LOWER,1,1,12.838,0.008,44.690,44.830
1782664787.708,2026-06-28T17:39:47,HIGHER,1,1,8.374,0.008,44.225,44.349
1782664791.810,2026-06-28T17:39:51,LOWER,1,1,11.016,0.008,44.179,44.316
1782664795.766,2026-06-28T17:39:55,HIGHER,1,1,9.393,0.009,43.365,43.499
1782664799.765,2026-06-28T17:39:59,LOWER,1,1,8.908,0.008,44.565,44.700
1782664803.856,2026-06-28T17:40:03,HIGHER,1,1,3.460,0.008,43.703,43.837
1782664807.945,2026-06-28T17:40:07,LOWER,1,1,4.421,0.007,41.988,42.119
1782664812.039,2026-06-28T17:40:12,HIGHER,1,1,10.058,0.006,42.562,42.686
1782664816.034,2026-06-28T17:40:16,LOWER,1,1,3.572,0.009,44.807,44.943
1782664820.131,2026-06-28T17:40:20,HIGHER,1,1,9.962,0.007,43.388,43.523
1782664824.185,2026-06-28T17:40:24,LOWER,1,1,8.798,0.007,43.718,43.851
1782664828.273,2026-06-28T17:40:28,HIGHER,1,1,3.281,0.008,43.557,43.693
1782664832.367,2026-06-28T17:40:32,LOWER,1,1,7.306,0.007,41.567,41.697
1782664836.456,2026-06-28T17:40:36,HIGHER,1,1,6.231,0.008,42.192,42.314
1782664840.546,2026-06-28T17:40:40,LOWER,1,1,3.961,0.008,43.049,43.167
