timestamp_unix,timestamp_iso,system_cpu_pct,system_mem_used_mb,system_mem_available_mb,charger.py_pid,charger.py_cpu_pct,charger.py_rss_mb
1782664058.297714,2026-06-28T16:27:38Z,13.5,331.2,84.0,1339,0.0,11.6
1782664063.3011906,2026-06-28T16:27:43Z,13.6,331.2,84.0,1339,0.2,11.6
1782664068.3057356,2026-06-28T16:27:48Z,14.1,331.2,84.0,1339,0.0,11.6
1782664073.3085644,2026-06-28T16:27:53Z,14.0,331.3,83.9,1339,0.0,11.6
1782664078.3121777,2026-06-28T16:27:58Z,13.7,331.3,83.9,1339,0.2,11.6
1782664083.3153272,2026-06-28T16:28:03Z,14.1,331.4,83.8,1339,0.0,11.6
1782664088.318176,2026-06-28T16:28:08Z,14.4,331.4,83.8,1339,0.0,11.6
1782664093.321701,2026-06-28T16:28:13Z,17.4,331.4,83.8,1339,0.2,11.6
1782664098.32497,2026-06-28T16:28:18Z,17.1,331.4,83.8,1339,0.0,11.6
1782664103.3284557,2026-06-28T16:28:23Z,14.6,331.4,83.8,1339,0.0,11.6
1782664108.3315659,2026-06-28T16:28:28Z,14.1,331.4,83.8,1339,0.2,11.6
1782664113.33445,2026-06-28T16:28:33Z,14.2,331.4,83.8,1339,0.0,11.6
1782664118.3379493,2026-06-28T16:28:38Z,13.3,331.5,83.7,1339,0.0,11.6
1782664123.3407605,2026-06-28T16:28:43Z,14.6,331.5,83.7,1339,0.2,11.6
1782664128.34358,2026-06-28T16:28:48Z,13.7,331.6,83.6,1339,0.0,11.6
1782664133.3468025,2026-06-28T16:28:53Z,13.7,331.6,83.6,1339,0.2,11.6
1782664138.3500025,2026-06-28T16:28:58Z,14.6,331.6,83.6,1339,0.0,11.6
1782664143.3528473,2026-06-28T16:29:03Z,14.1,331.7,83.5,1339,0.0,11.6
1782664148.3563154,2026-06-28T16:29:08Z,12.9,331.7,83.5,1339,0.0,11.6
1782664153.3591316,2026-06-28T16:29:13Z,14.5,331.8,83.4,1339,0.0,11.6
1782664158.361991,2026-06-28T16:29:18Z,14.6,332.0,83.2,1339,0.0,11.6
1782664163.3651884,2026-06-28T16:29:23Z,13.8,332.0,83.2,1339,0.2,11.6
1782664168.3679938,2026-06-28T16:29:28Z,13.2,332.0,83.2,1339,0.2,11.6
1782664173.3708634,2026-06-28T16:29:33Z,16.8,332.2,83.0,1339,0.0,11.6
1782664178.374144,2026-06-28T16:29:38Z,13.8,332.2,83.0,1339,0.0,11.6
1782664183.376944,2026-06-28T16:29:43Z,15.4,332.2,83.0,1339,0.0,11.6
1782664188.3797288,2026-06-28T16:29:48Z,15.5,332.2,83.0,1339,0.0,11.6
1782664193.382556,2026-06-28T16:29:53Z,14.0,332.2,83.0,1339,0.2,11.6
1782664198.3855739,2026-06-28T16:29:58Z,14.3,332.2,83.0,1339,0.2,11.6
1782664203.3892736,2026-06-28T16:30:03Z,14.1,332.2,83.0,1339,0.0,11.6
1782664208.392352,2026-06-28T16:30:08Z,14.0,332.1,83.1,1339,0.0,11.6
1782664213.395187,2026-06-28T16:30:13Z,14.2,332.1,83.1,1339,0.0,11.6
1782664218.3980231,2026-06-28T16:30:18Z,13.6,332.1,83.1,1339,0.2,11.6
1782664223.4023426,2026-06-28T16:30:23Z,13.8,332.1,83.1,1339,0.0,11.6
1782664228.4056923,2026-06-28T16:30:28Z,16.3,332.1,83.1,1339,0.0,11.6
1782664233.4084618,2026-06-28T16:30:33Z,12.7,332.1,83.1,1339,0.2,11.6
1782664238.41162,2026-06-28T16:30:38Z,14.6,333.1,82.2,1339,0.0,11.6
1782664243.4153254,2026-06-28T16:30:43Z,12.9,333.1,82.1,1339,0.0,11.6
1782664248.4181395,2026-06-28T16:30:48Z,15.1,333.1,82.2,1339,0.0,11.6
1782664253.4208996,2026-06-28T16:30:53Z,12.8,333.1,82.2,1339,0.2,11.6
1782664258.4247158,2026-06-28T16:30:58Z,14.5,333.1,82.2,1339,0.2,11.6
1782664263.4284174,2026-06-28T16:31:03Z,14.0,333.1,82.2,1339,0.0,11.6
1782664268.431319,2026-06-28T16:31:08Z,14.6,333.0,82.2,1339,0.0,11.6
1782664273.434776,2026-06-28T16:31:13Z,12.4,333.0,82.2,1339,0.0,11.6
1782664278.4377997,2026-06-28T16:31:18Z,22.8,333.0,82.2,1339,0.2,11.6
1782664283.4429834,2026-06-28T16:31:23Z,14.2,333.0,82.2,1339,0.0,11.6
1782664288.4465652,2026-06-28T16:31:28Z,14.8,333.3,81.9,1339,0.0,11.6
1782664293.449335,2026-06-28T16:31:33Z,15.5,333.3,81.9,1339,0.0,11.6
1782664298.4525156,2026-06-28T16:31:38Z,14.4,333.3,81.9,1339,0.2,11.6
1782664303.455854,2026-06-28T16:31:43Z,13.9,333.3,81.9,1339,0.0,11.6
1782664308.4587374,2026-06-28T16:31:48Z,19.3,333.3,81.9,1339,0.0,11.6
1782664313.4623532,2026-06-28T16:31:53Z,13.1,333.3,81.9,1339,0.0,11.6
1782664318.4650993,2026-06-28T16:31:58Z,15.2,333.3,81.9,1339,0.0,11.6
1782664323.4678826,2026-06-28T16:32:03Z,14.3,333.3,81.9,1339,0.2,11.6
1782664328.4714622,2026-06-28T16:32:08Z,16.8,333.3,81.9,1339,0.0,11.6
1782664333.4742353,2026-06-28T16:32:13Z,13.3,333.3,81.9,1339,0.0,11.6
1782664338.4769397,2026-06-28T16:32:18Z,14.7,333.3,81.9,1339,0.2,11.6
1782664343.4800985,2026-06-28T16:32:23Z,12.6,333.2,82.0,1339,0.0,11.6
1782664348.4829378,2026-06-28T16:32:28Z,14.8,333.2,82.0,1339,0.0,11.6
1782664353.4856865,2026-06-28T16:32:33Z,13.2,333.2,82.0,1339,0.0,11.6
1782664358.4884613,2026-06-28T16:32:38Z,14.5,333.4,81.9,1339,0.2,11.6
1782664363.4922633,2026-06-28T16:32:43Z,12.7,333.3,81.9,1339,0.0,11.6
1782664368.4950693,2026-06-28T16:32:48Z,14.9,333.8,81.4,1339,0.0,11.6
1782664373.4978557,2026-06-28T16:32:53Z,14.1,333.8,81.4,1339,0.2,11.6
1782664378.5020304,2026-06-28T16:32:58Z,14.8,333.8,81.4,1339,0.2,11.6
1782664383.506113,2026-06-28T16:33:03Z,14.5,333.8,81.4,1339,0.0,11.6
1782664388.5093336,2026-06-28T16:33:08Z,14.2,333.8,81.4,1339,0.0,11.6
1782664393.512107,2026-06-28T16:33:13Z,15.6,333.8,81.4,1339,0.2,11.6
1782664398.5149577,2026-06-28T16:33:18Z,16.2,333.8,81.4,1339,0.0,11.6
1782664403.5183847,2026-06-28T16:33:23Z,14.7,333.8,81.4,1339,0.0,11.6
1782664408.5211082,2026-06-28T16:33:28Z,12.9,333.9,81.3,1339,0.0,11.6
1782664413.5239766,2026-06-28T16:33:33Z,14.8,333.9,81.4,1339,0.0,11.6
1782664418.5274324,2026-06-28T16:33:38Z,12.3,333.9,81.4,1339,0.2,11.6
1782664423.5310323,2026-06-28T16:33:43Z,15.1,333.8,81.4,1339,0.0,11.6
1782664428.533753,2026-06-28T16:33:48Z,14.1,333.8,81.4,1339,0.0,11.6
1782664433.5366035,2026-06-28T16:33:53Z,14.7,333.8,81.4,1339,0.2,11.6
1782664438.5400455,2026-06-28T16:33:58Z,13.2,333.8,81.4,1339,0.2,11.6
1782664443.5435119,2026-06-28T16:34:03Z,17.1,333.8,81.4,1339,0.0,11.6
1782664448.5463188,2026-06-28T16:34:08Z,13.4,333.8,81.4,1339,0.0,11.6
1782664453.5498157,2026-06-28T16:34:13Z,14.7,333.8,81.4,1339,0.2,11.6
1782664458.5536597,2026-06-28T16:34:18Z,12.7,333.8,81.4,1339,0.0,11.6
1782664463.55704,2026-06-28T16:34:23Z,15.7,333.8,81.5,1339,0.0,11.6
1782664468.5598638,2026-06-28T16:34:28Z,13.1,333.8,81.5,1339,0.2,11.6
1782664473.562748,2026-06-28T16:34:33Z,14.6,333.8,81.5,1339,0.0,11.6
1782664478.5663383,2026-06-28T16:34:38Z,12.4,333.8,81.5,1339,0.0,11.6
1782664483.569655,2026-06-28T16:34:43Z,14.9,333.8,81.5,1339,0.0,11.6
1782664488.5725033,2026-06-28T16:34:48Z,16.4,333.8,81.5,1339,0.2,11.6
1782664493.575679,2026-06-28T16:34:53Z,14.7,333.8,81.5,1339,0.0,11.6
1782664498.5792031,2026-06-28T16:34:58Z,14.4,333.9,81.3,1339,0.0,11.6
1782664503.5829458,2026-06-28T16:35:03Z,14.1,333.9,81.3,1339,0.0,11.6
1782664508.5856512,2026-06-28T16:35:08Z,14.0,333.9,81.3,1339,0.2,11.6
1782664513.5884333,2026-06-28T16:35:13Z,13.4,333.8,81.4,1339,0.0,11.6
1782664518.59178,2026-06-28T16:35:18Z,13.8,333.8,81.4,1339,0.0,11.6
1782664523.5949612,2026-06-28T16:35:23Z,15.1,333.8,81.4,1339,0.2,11.6
1782664528.5976791,2026-06-28T16:35:28Z,14.2,333.8,81.4,1339,0.0,11.6
1782664533.6005013,2026-06-28T16:35:33Z,13.8,333.8,81.4,1339,0.0,11.6
1782664538.6039913,2026-06-28T16:35:38Z,13.8,333.8,81.4,1339,0.2,11.6
1782664543.6072521,2026-06-28T16:35:43Z,15.5,333.8,81.4,1339,0.0,11.6
1782664548.6101706,2026-06-28T16:35:48Z,13.9,333.9,81.3,1339,0.0,11.6
1782664553.6129317,2026-06-28T16:35:53Z,13.8,333.9,81.4,1339,0.0,11.6
1782664558.6162808,2026-06-28T16:35:58Z,14.6,333.9,81.4,1339,0.0,11.6
1782664563.6194012,2026-06-28T16:36:03Z,15.8,333.8,81.4,1339,0.4,11.6
1782664568.622163,2026-06-28T16:36:08Z,13.6,333.8,81.4,1339,0.0,11.6
1782664573.624921,2026-06-28T16:36:13Z,13.4,333.8,81.4,1339,0.0,11.6
1782664578.628394,2026-06-28T16:36:18Z,13.9,333.8,81.4,1339,0.2,11.6
1782664583.63157,2026-06-28T16:36:23Z,14.0,333.8,81.4,1339,0.0,11.6
1782664588.6343937,2026-06-28T16:36:28Z,14.2,333.8,81.4,1339,0.0,11.6
1782664593.638145,2026-06-28T16:36:33Z,12.4,333.8,81.4,1339,0.2,11.6
1782664598.6423252,2026-06-28T16:36:38Z,14.4,333.9,81.3,1339,0.0,11.6
1782664603.6456718,2026-06-28T16:36:43Z,12.7,333.9,81.3,1339,0.0,11.6
1782664608.6491408,2026-06-28T16:36:48Z,15.2,333.9,81.3,1339,0.2,11.6
1782664613.651959,2026-06-28T16:36:53Z,13.2,333.9,81.3,1339,0.0,11.6
1782664618.6550493,2026-06-28T16:36:58Z,14.8,333.9,81.3,1339,0.0,11.6
1782664623.6582608,2026-06-28T16:37:03Z,13.3,333.9,81.4,1339,0.0,11.6
1782664628.661278,2026-06-28T16:37:08Z,13.5,333.9,81.4,1339,0.0,11.6
1782664633.664847,2026-06-28T16:37:13Z,13.8,334.0,81.3,1339,0.2,11.6
1782664638.6679318,2026-06-28T16:37:18Z,14.1,334.0,81.3,1339,0.0,11.6
1782664643.671736,2026-06-28T16:37:23Z,13.9,333.9,81.3,1339,0.0,11.6
1782664648.6751719,2026-06-28T16:37:28Z,14.3,333.9,81.3,1339,0.0,11.6
1782664653.677898,2026-06-28T16:37:33Z,14.0,333.9,81.3,1339,0.2,11.6
1782664658.6806517,2026-06-28T16:37:38Z,14.4,333.9,81.3,1339,0.0,11.6
1782664663.6835697,2026-06-28T16:37:43Z,13.7,333.9,81.3,1339,0.0,11.6
1782664668.6863692,2026-06-28T16:37:48Z,13.4,333.9,81.3,1339,0.0,11.6
1782664673.6894073,2026-06-28T16:37:53Z,14.1,334.0,81.2,1339,0.2,11.6
1782664678.6928113,2026-06-28T16:37:58Z,14.1,334.0,81.2,1339,0.0,11.6
1782664683.6956012,2026-06-28T16:38:03Z,13.9,334.0,81.2,1339,0.0,11.6
1782664688.698449,2026-06-28T16:38:08Z,13.4,334.0,81.2,1339,0.2,11.6
1782664693.7014697,2026-06-28T16:38:13Z,13.8,334.0,81.2,1339,0.2,11.6
1782664698.7045124,2026-06-28T16:38:18Z,14.0,334.0,81.2,1339,0.0,11.6
1782664703.7073445,2026-06-28T16:38:23Z,14.3,333.9,81.3,1339,0.0,11.6
1782664708.7101605,2026-06-28T16:38:28Z,13.6,333.9,81.3,1339,0.0,11.6
1782664713.713197,2026-06-28T16:38:33Z,13.7,333.9,81.3,1339,0.0,11.6
1782664718.7163358,2026-06-28T16:38:38Z,16.2,333.9,81.3,1339,0.0,11.6
1782664723.7193024,2026-06-28T16:38:43Z,12.8,333.9,81.3,1339,0.0,11.6
1782664728.7221305,2026-06-28T16:38:48Z,14.9,333.9,81.3,1339,0.2,11.6
1782664733.725262,2026-06-28T16:38:53Z,12.6,333.9,81.3,1339,0.0,11.6
1782664738.728481,2026-06-28T16:38:58Z,14.5,333.9,81.4,1339,0.2,11.6
1782664743.7316236,2026-06-28T16:39:03Z,12.7,333.9,81.4,1339,0.0,11.6
1782664748.7344084,2026-06-28T16:39:08Z,14.9,333.9,81.4,1339,0.0,11.6
1782664753.7371638,2026-06-28T16:39:13Z,12.9,333.9,81.4,1339,0.0,11.6
1782664758.74019,2026-06-28T16:39:18Z,14.7,333.8,81.4,1339,0.2,11.6
1782664763.7434528,2026-06-28T16:39:23Z,12.9,333.8,81.4,1339,0.2,11.6
1782664768.7468984,2026-06-28T16:39:28Z,14.7,333.8,81.4,1339,0.0,11.6
1782664773.749628,2026-06-28T16:39:33Z,13.0,333.8,81.4,1339,0.0,11.6
1782664778.752434,2026-06-28T16:39:38Z,14.9,333.8,81.4,1339,0.0,11.6
1782664783.7553365,2026-06-28T16:39:43Z,12.5,333.9,81.3,1339,0.0,11.6
1782664788.7584586,2026-06-28T16:39:48Z,14.4,334.1,81.1,1339,0.2,11.6
1782664793.7614384,2026-06-28T16:39:53Z,12.5,334.1,81.1,1339,0.0,11.6
1782664798.7642705,2026-06-28T16:39:58Z,15.0,334.1,81.1,1339,0.2,11.6
1782664803.7671523,2026-06-28T16:40:03Z,13.2,334.1,81.1,1339,0.0,11.6
1782664808.7702537,2026-06-28T16:40:08Z,14.6,334.1,81.1,1339,0.0,11.6
1782664813.7741537,2026-06-28T16:40:13Z,13.5,334.2,81.0,1339,0.2,11.6
1782664818.777217,2026-06-28T16:40:18Z,12.9,334.2,81.0,1339,0.0,11.6
1782664823.7803013,2026-06-28T16:40:23Z,14.9,334.2,81.0,1339,0.0,11.6
1782664828.7831323,2026-06-28T16:40:28Z,12.6,334.1,81.1,1339,0.2,11.6
1782664833.7858465,2026-06-28T16:40:33Z,14.9,334.1,81.1,1339,0.0,11.6
1782664838.7885947,2026-06-28T16:40:38Z,13.0,334.1,81.1,1339,0.0,11.6
1782664843.7915356,2026-06-28T16:40:43Z,14.5,334.1,81.1,1339,0.0,11.6
1782664848.7951808,2026-06-28T16:40:48Z,13.5,334.1,81.1,1339,0.0,11.6
1782664853.797888,2026-06-28T16:40:53Z,14.0,334.1,81.1,1339,0.2,11.6
1782664858.8006601,2026-06-28T16:40:58Z,12.8,334.1,81.1,1339,0.0,11.6
1782664863.803531,2026-06-28T16:41:03Z,14.9,334.2,81.0,1339,0.0,11.6
1782664868.8071566,2026-06-28T16:41:08Z,12.6,334.2,81.0,1339,0.2,11.6
1782664873.8107438,2026-06-28T16:41:13Z,14.6,334.2,81.0,1339,0.0,11.6
1782664878.8137605,2026-06-28T16:41:18Z,14.0,334.2,81.0,1339,0.0,11.6
1782664883.8165448,2026-06-28T16:41:23Z,15.0,334.2,81.0,1339,0.0,11.6
1782664888.8193476,2026-06-28T16:41:28Z,15.7,337.7,77.5,1339,0.2,11.6
1782664893.8233073,2026-06-28T16:41:33Z,15.7,337.6,77.6,1339,0.0,11.6
1782664898.8272238,2026-06-28T16:41:38Z,12.9,335.9,79.4,1339,0.2,11.6
1782664903.8301227,2026-06-28T16:41:43Z,14.8,335.8,79.4,1339,0.0,11.6
1782664908.832839,2026-06-28T16:41:48Z,12.8,335.9,79.3,1339,0.0,11.6
1782664913.8360286,2026-06-28T16:41:53Z,15.0,335.9,79.3,1339,0.2,11.6
1782664918.8392608,2026-06-28T16:41:58Z,13.6,336.7,78.5,1339,0.0,11.6
1782664923.8428855,2026-06-28T16:42:03Z,15.4,336.7,78.5,1339,0.0,11.6
1782664928.8456194,2026-06-28T16:42:08Z,14.6,336.7,78.5,1339,0.2,11.6
1782664933.8491943,2026-06-28T16:42:13Z,22.8,336.7,78.5,1339,0.0,11.6
1782664938.8524885,2026-06-28T16:42:18Z,29.2,340.6,74.6,1339,0.0,11.6
1782664943.856165,2026-06-28T16:42:23Z,14.0,340.6,74.6,1339,0.2,11.6
1782664948.8594089,2026-06-28T16:42:28Z,13.9,340.6,74.6,1339,0.0,11.6
1782664953.8626893,2026-06-28T16:42:33Z,15.2,340.6,74.7,1339,0.0,11.6
1782664958.86545,2026-06-28T16:42:38Z,13.7,340.6,74.7,1339,0.0,11.6
1782664963.869081,2026-06-28T16:42:43Z,19.3,340.7,74.5,1339,0.0,11.6
1782664968.8724937,2026-06-28T16:42:48Z,31.5,340.6,74.6,1339,0.2,11.6
1782664973.8756313,2026-06-28T16:42:53Z,14.1,340.6,74.6,1339,0.0,11.6
1782664978.8784704,2026-06-28T16:42:58Z,13.9,340.6,74.6,1339,0.0,11.6
1782664983.8811936,2026-06-28T16:43:03Z,16.5,340.6,74.6,1339,0.0,11.6
1782664988.8840008,2026-06-28T16:43:08Z,13.7,340.6,74.6,1339,0.2,11.6
1782664993.8868754,2026-06-28T16:43:13Z,19.3,340.7,74.5,1339,0.2,11.6
1782664998.8912902,2026-06-28T16:43:18Z,19.5,340.7,74.5,1339,0.0,11.6
1782665003.8940415,2026-06-28T16:43:23Z,13.8,340.7,74.5,1339,0.0,11.6
1782665008.897976,2026-06-28T16:43:28Z,13.5,340.7,74.5,1339,0.0,11.6
1782665013.901249,2026-06-28T16:43:33Z,14.9,340.7,74.5,1339,0.2,11.6
1782665018.904059,2026-06-28T16:43:38Z,12.6,340.6,74.6,1339,0.0,11.6
1782665023.9076662,2026-06-28T16:43:43Z,15.1,340.6,74.6,1339,0.0,11.6
1782665028.910453,2026-06-28T16:43:48Z,12.7,340.6,74.6,1339,0.2,11.6
1782665033.91317,2026-06-28T16:43:53Z,14.6,341.5,73.7,1339,0.0,11.6
1782665038.9159617,2026-06-28T16:43:58Z,12.5,341.5,73.7,1339,0.2,11.6
1782665043.9194825,2026-06-28T16:44:03Z,14.9,341.6,73.6,1339,0.0,11.6
1782665048.9229038,2026-06-28T16:44:08Z,12.7,341.6,73.6,1339,0.0,11.6
1782665053.9256291,2026-06-28T16:44:13Z,14.8,341.6,73.6,1339,0.2,11.6
1782665058.928408,2026-06-28T16:44:18Z,12.5,341.5,73.7,1339,0.0,11.6
