timestamp_unix,timestamp_iso,system_cpu_pct,system_mem_used_mb,system_mem_available_mb,charger.py_pid,charger.py_cpu_pct,charger.py_rss_mb
1782663582.96132,2026-06-28T16:19:42Z,22.3,209.9,205.3,1339,0.0,14.6
1782663587.9650269,2026-06-28T16:19:47Z,25.2,189.6,225.6,1339,0.0,14.6
1782663592.9681435,2026-06-28T16:19:52Z,39.4,239.5,175.8,1339,0.0,14.6
1782663597.9711452,2026-06-28T16:19:57Z,51.0,251.6,163.6,1339,0.0,14.6
1782663602.9746232,2026-06-28T16:20:02Z,13.6,259.7,155.5,1339,0.2,14.6
1782663607.977453,2026-06-28T16:20:07Z,0.7,259.7,155.5,1339,0.0,14.6
1782663612.9816575,2026-06-28T16:20:12Z,0.8,259.8,155.4,1339,0.2,14.6
1782663617.985871,2026-06-28T16:20:17Z,10.4,261.5,153.7,1339,0.0,14.6
1782663622.988666,2026-06-28T16:20:22Z,31.3,267.5,147.7,1339,0.0,14.6
1782663627.9916139,2026-06-28T16:20:27Z,32.0,283.0,132.3,1339,0.2,14.6
1782663632.9966779,2026-06-28T16:20:32Z,36.8,290.3,124.9,1339,0.0,14.6
1782663638.000918,2026-06-28T16:20:38Z,28.3,296.0,119.2,1339,0.2,14.6
1782663643.0047634,2026-06-28T16:20:43Z,42.1,309.8,105.4,1339,0.0,14.6
1782663648.0082233,2026-06-28T16:20:48Z,35.3,312.5,102.7,1339,0.0,14.6
1782663653.0115457,2026-06-28T16:20:53Z,38.8,314.3,100.9,1339,0.2,14.6
1782663658.0153654,2026-06-28T16:20:58Z,33.2,316.3,99.0,1339,0.2,14.6
1782663663.0191708,2026-06-28T16:21:03Z,39.6,315.7,99.5,1339,0.0,11.5
1782663668.029433,2026-06-28T16:21:08Z,36.0,317.4,97.8,1339,0.0,11.6
1782663673.0326676,2026-06-28T16:21:13Z,37.3,317.3,97.9,1339,0.2,11.6
1782663678.0363905,2026-06-28T16:21:18Z,37.0,317.4,97.8,1339,0.2,11.6
1782663683.0396345,2026-06-28T16:21:23Z,36.4,319.2,96.0,1339,0.0,11.6
1782663688.0431297,2026-06-28T16:21:28Z,26.8,319.7,95.5,1339,0.0,11.6
1782663693.0473847,2026-06-28T16:21:33Z,32.8,319.7,95.5,1339,0.0,11.6
1782663698.0511835,2026-06-28T16:21:38Z,23.1,320.5,94.7,1339,0.2,11.6
1782663703.0553448,2026-06-28T16:21:43Z,23.3,327.3,87.9,1339,0.0,11.6
1782663708.0582476,2026-06-28T16:21:48Z,30.4,327.4,87.8,1339,0.0,11.6
1782663713.0617056,2026-06-28T16:21:53Z,32.9,327.4,87.8,1339,0.2,11.6
1782663718.0653534,2026-06-28T16:21:58Z,32.5,327.2,88.0,1339,0.0,11.6
1782663723.068858,2026-06-28T16:22:03Z,21.3,327.2,88.0,1339,0.0,11.6
1782663728.073644,2026-06-28T16:22:08Z,31.9,327.1,88.1,1339,0.4,11.6
1782663733.0782769,2026-06-28T16:22:13Z,33.5,334.3,80.9,1339,0.0,11.6
1782663738.0813363,2026-06-28T16:22:18Z,33.5,329.9,85.3,1339,0.0,11.6
1782663743.0844586,2026-06-28T16:22:23Z,27.7,329.0,86.3,1339,0.0,11.6
1782663748.0872853,2026-06-28T16:22:28Z,29.3,329.0,86.3,1339,0.0,11.6
1782663753.0901208,2026-06-28T16:22:33Z,26.5,328.9,86.4,1339,0.0,11.6
1782663758.0936046,2026-06-28T16:22:38Z,32.9,328.9,86.4,1339,0.2,11.6
1782663763.0974014,2026-06-28T16:22:43Z,21.6,330.7,84.6,1339,0.2,11.6
1782663768.1063757,2026-06-28T16:22:48Z,19.2,330.7,84.6,1339,0.0,11.6
1782663773.109609,2026-06-28T16:22:53Z,20.7,330.6,84.6,1339,0.0,11.6
1782663778.115058,2026-06-28T16:22:58Z,30.6,330.6,84.6,1339,0.2,11.6
1782663783.1184013,2026-06-28T16:23:03Z,32.0,330.6,84.6,1339,0.0,11.6
1782663788.121824,2026-06-28T16:23:08Z,25.2,330.7,84.5,1339,0.0,11.6
1782663793.1276605,2026-06-28T16:23:13Z,24.4,330.8,84.4,1339,0.2,11.6
1782663798.130442,2026-06-28T16:23:18Z,21.0,330.8,84.4,1339,0.0,11.6
1782663803.133298,2026-06-28T16:23:23Z,18.6,330.9,84.3,1339,0.0,11.6
1782663808.1361063,2026-06-28T16:23:28Z,19.9,330.9,84.4,1339,0.0,11.6
1782663813.139879,2026-06-28T16:23:33Z,21.5,330.9,84.4,1339,0.4,11.6
1782663818.142754,2026-06-28T16:23:38Z,25.3,330.9,84.4,1339,0.0,11.6
1782663823.145612,2026-06-28T16:23:43Z,16.9,330.9,84.4,1339,0.0,11.6
1782663828.1484034,2026-06-28T16:23:48Z,14.6,330.8,84.4,1339,0.0,11.6
1782663833.1512508,2026-06-28T16:23:53Z,15.0,330.8,84.4,1339,0.0,11.6
1782663838.1548073,2026-06-28T16:23:58Z,20.1,330.8,84.4,1339,0.2,11.6
1782663843.1585422,2026-06-28T16:24:03Z,35.5,331.2,84.0,1339,0.0,11.6
1782663848.162018,2026-06-28T16:24:08Z,32.2,331.7,83.6,1339,0.0,11.6
1782663853.1662211,2026-06-28T16:24:13Z,21.8,329.1,86.2,1339,0.2,11.6
1782663858.1693332,2026-06-28T16:24:18Z,14.6,329.0,86.2,1339,0.0,11.6
1782663863.1722386,2026-06-28T16:24:23Z,16.6,329.0,86.2,1339,0.0,11.6
1782663868.1757956,2026-06-28T16:24:28Z,22.0,329.0,86.2,1339,0.0,11.6
1782663873.1798685,2026-06-28T16:24:33Z,20.3,329.0,86.2,1339,0.2,11.6
1782663878.1827164,2026-06-28T16:24:38Z,16.5,329.0,86.2,1339,0.0,11.6
1782663883.1861184,2026-06-28T16:24:43Z,17.5,329.1,86.1,1339,0.0,11.6
1782663888.1895068,2026-06-28T16:24:48Z,14.0,329.1,86.1,1339,0.2,11.6
1782663893.192291,2026-06-28T16:24:53Z,16.5,329.2,86.0,1339,0.0,11.6
1782663898.1956458,2026-06-28T16:24:58Z,14.2,329.2,86.0,1339,0.0,11.6
1782663903.1988084,2026-06-28T16:25:03Z,14.4,329.2,86.0,1339,0.2,11.6
1782663908.2020917,2026-06-28T16:25:08Z,17.7,329.3,85.9,1339,0.0,11.6
1782663913.2048113,2026-06-28T16:25:13Z,15.9,329.3,86.0,1339,0.2,11.6
1782663918.207716,2026-06-28T16:25:18Z,15.4,329.3,86.0,1339,0.0,11.6
1782663923.2113655,2026-06-28T16:25:23Z,12.9,329.3,86.0,1339,0.0,11.6
1782663928.2160304,2026-06-28T16:25:28Z,16.5,331.3,83.9,1339,0.2,11.6
1782663933.2195046,2026-06-28T16:25:33Z,12.6,331.3,84.0,1339,0.0,11.6
1782663938.2222998,2026-06-28T16:25:38Z,16.2,331.4,83.8,1339,0.0,11.6
1782663943.2253716,2026-06-28T16:25:43Z,13.3,331.4,83.9,1339,0.0,11.6
1782663948.2281864,2026-06-28T16:25:48Z,15.6,331.4,83.9,1339,0.0,11.6
1782663953.231695,2026-06-28T16:25:53Z,12.6,331.3,83.9,1339,0.4,11.6
1782663958.234563,2026-06-28T16:25:58Z,15.3,331.3,83.9,1339,0.0,11.6
1782663963.2372925,2026-06-28T16:26:03Z,12.6,331.3,83.9,1339,0.0,11.6
1782663968.2412963,2026-06-28T16:26:08Z,14.6,331.4,83.8,1339,0.0,11.6
1782663973.2441115,2026-06-28T16:26:13Z,13.3,331.4,83.8,1339,0.0,11.6
1782663978.2469494,2026-06-28T16:26:18Z,17.7,331.2,84.0,1339,0.0,11.6
1782663983.2497807,2026-06-28T16:26:23Z,13.4,331.2,84.0,1339,0.2,11.6
1782663988.2531784,2026-06-28T16:26:28Z,16.6,331.1,84.1,1339,0.0,11.6
1782663993.2564337,2026-06-28T16:26:33Z,14.8,331.1,84.1,1339,0.0,11.6
1782663998.2593033,2026-06-28T16:26:38Z,15.8,331.1,84.1,1339,0.2,11.6
1782664003.2631197,2026-06-28T16:26:43Z,16.2,331.1,84.1,1339,0.0,11.6
1782664008.2659018,2026-06-28T16:26:48Z,19.1,331.1,84.1,1339,0.0,11.6
1782664013.2701166,2026-06-28T16:26:53Z,17.1,331.1,84.1,1339,0.2,11.6
1782664018.2728992,2026-06-28T16:26:58Z,15.6,331.1,84.1,1339,0.2,11.6
1782664023.2766745,2026-06-28T16:27:03Z,13.1,331.1,84.1,1339,0.0,11.6
1782664028.2799704,2026-06-28T16:27:08Z,15.0,331.1,84.2,1339,0.0,11.6
1782664033.2828324,2026-06-28T16:27:13Z,13.1,331.1,84.1,1339,0.0,11.6
1782664038.2861536,2026-06-28T16:27:18Z,16.2,331.1,84.1,1339,0.0,11.6
1782664043.2889185,2026-06-28T16:27:23Z,12.9,331.3,84.0,1339,0.2,11.6
1782664048.2920787,2026-06-28T16:27:28Z,15.0,331.3,84.0,1339,0.0,11.6
1782664053.294948,2026-06-28T16:27:33Z,14.3,331.2,84.0,1339,0.0,11.6
