timestamp_unix,timestamp_iso,system_cpu_pct,system_mem_used_mb,system_mem_available_mb,charger.py_pid,charger.py_cpu_pct,charger.py_rss_mb
1782405471.0147493,2026-06-25T16:37:51Z,0.4,144.5,270.7,2410,0.0,14.5
1782405476.0193636,2026-06-25T16:37:56Z,0.1,144.5,270.7,2410,0.2,14.5
1782405481.0236707,2026-06-25T16:38:01Z,0.1,144.5,270.7,2410,0.0,14.5
1782405486.0279362,2026-06-25T16:38:06Z,0.0,144.5,270.7,2410,0.2,14.5
1782405491.0321636,2026-06-25T16:38:11Z,0.0,144.5,270.7,2410,0.0,14.5
1782405496.0365095,2026-06-25T16:38:16Z,0.1,144.5,270.7,2410,0.0,14.5
1782405501.04083,2026-06-25T16:38:21Z,0.1,144.5,270.7,2410,0.0,14.5
1782405506.0453143,2026-06-25T16:38:26Z,0.0,144.5,270.7,2410,0.2,14.5
1782405511.0496552,2026-06-25T16:38:31Z,0.1,144.5,270.7,2410,0.0,14.5
1782405516.0538273,2026-06-25T16:38:36Z,0.0,144.5,270.7,2410,0.0,14.5
1782405521.0580504,2026-06-25T16:38:41Z,0.0,144.5,270.7,2410,0.2,14.5
1782405526.062251,2026-06-25T16:38:46Z,0.0,144.5,270.7,2410,0.0,14.5
1782405531.0665627,2026-06-25T16:38:51Z,0.1,144.5,270.7,2410,0.2,14.5
1782405536.0707045,2026-06-25T16:38:56Z,0.1,144.3,270.9,2410,0.0,14.5
1782405541.0748267,2026-06-25T16:39:01Z,0.0,144.3,270.9,2410,0.0,14.6
1782405546.0790074,2026-06-25T16:39:06Z,0.0,144.3,270.9,2410,0.2,14.6
1782405551.083126,2026-06-25T16:39:11Z,0.1,144.3,270.9,2410,0.0,14.6
1782405556.087269,2026-06-25T16:39:16Z,0.0,144.3,270.9,2410,0.2,14.6
1782405561.0914114,2026-06-25T16:39:21Z,0.1,144.3,270.9,2410,0.2,14.6
1782405566.095518,2026-06-25T16:39:26Z,0.1,144.3,270.9,2410,0.0,14.6
1782405571.0996678,2026-06-25T16:39:31Z,0.7,143.6,271.6,2410,0.0,14.6
1782405576.1041143,2026-06-25T16:39:36Z,0.3,143.4,271.8,2410,0.0,14.6
1782405581.1069312,2026-06-25T16:39:41Z,0.0,143.4,271.8,2410,0.2,14.6
1782405586.1110613,2026-06-25T16:39:46Z,0.3,143.4,271.8,2410,0.0,14.6
1782405591.1153188,2026-06-25T16:39:51Z,0.0,143.4,271.8,2410,0.2,14.6
1782405596.1194334,2026-06-25T16:39:56Z,0.1,143.5,271.7,2410,0.0,14.6
1782405601.1235166,2026-06-25T16:40:01Z,0.0,143.5,271.7,2410,0.0,14.6
1782405606.1276414,2026-06-25T16:40:06Z,0.0,143.5,271.8,2410,0.2,14.6
1782405611.1317923,2026-06-25T16:40:11Z,0.1,143.5,271.8,2410,0.0,14.6
1782405616.1359065,2026-06-25T16:40:16Z,0.4,143.5,271.8,2410,0.2,14.6
