timestamp_unix,timestamp_iso,system_cpu_pct,system_mem_used_mb,system_mem_available_mb,ev.py_pid,ev.py_cpu_pct,ev.py_rss_mb
1782663933.9350843,2026-06-28T16:25:33Z,20.9,331.6,83.7,1348,0.0,14.6
1782663938.9378648,2026-06-28T16:25:38Z,12.9,331.6,83.7,1348,0.0,14.6
1782663943.9413257,2026-06-28T16:25:43Z,13.3,331.7,83.5,1348,0.2,14.6
1782663948.9440129,2026-06-28T16:25:48Z,12.9,331.7,83.6,1348,0.0,14.6
1782663953.9473815,2026-06-28T16:25:53Z,15.6,331.7,83.6,1348,0.0,14.6
1782663958.9502153,2026-06-28T16:25:58Z,12.3,331.7,83.5,1348,0.0,14.6
1782663963.9529598,2026-06-28T16:26:03Z,14.6,332.4,82.8,1348,0.2,14.6
1782663968.9563828,2026-06-28T16:26:08Z,11.6,332.4,82.8,1348,0.0,14.6
1782663973.9590821,2026-06-28T16:26:13Z,14.4,332.4,82.8,1348,0.0,14.6
1782663978.9618487,2026-06-28T16:26:18Z,14.9,332.4,82.8,1348,0.2,14.6
1782663983.9654257,2026-06-28T16:26:23Z,15.0,332.4,82.8,1348,0.0,14.6
1782663988.9689434,2026-06-28T16:26:28Z,11.5,332.4,82.8,1348,0.2,14.6
1782663993.972251,2026-06-28T16:26:33Z,14.6,332.4,82.8,1348,0.0,14.6
1782663998.9749525,2026-06-28T16:26:38Z,12.0,332.8,82.4,1348,0.0,14.6
1782664003.9784098,2026-06-28T16:26:43Z,16.5,332.7,82.6,1348,0.0,14.6
1782664008.9812164,2026-06-28T16:26:48Z,14.0,332.7,82.6,1348,0.0,14.6
1782664013.9843764,2026-06-28T16:26:53Z,17.0,332.7,82.6,1348,0.2,14.6
1782664018.987229,2026-06-28T16:26:58Z,12.2,332.7,82.6,1348,0.0,14.6
1782664023.9903345,2026-06-28T16:27:03Z,12.3,332.7,82.6,1348,0.2,14.6
1782664028.9933941,2026-06-28T16:27:08Z,13.6,332.8,82.4,1348,0.0,14.6
1782664033.996106,2026-06-28T16:27:13Z,12.7,332.9,82.3,1348,0.0,14.6
1782664038.9995353,2026-06-28T16:27:18Z,13.8,332.9,82.4,1348,0.0,14.6
1782664044.0022833,2026-06-28T16:27:24Z,13.1,334.7,80.6,1348,0.2,14.6
1782664049.0053344,2026-06-28T16:27:29Z,13.4,334.7,80.6,1348,0.0,14.6
1782664054.0079734,2026-06-28T16:27:34Z,12.7,334.7,80.6,1348,0.0,14.6
1782664059.0107038,2026-06-28T16:27:39Z,13.8,334.7,80.6,1348,0.2,14.6
1782664064.0145829,2026-06-28T16:27:44Z,13.0,335.7,79.5,1348,0.0,14.6
1782664069.018064,2026-06-28T16:27:49Z,13.2,335.7,79.5,1348,0.2,14.6
1782664074.0206947,2026-06-28T16:27:54Z,13.0,335.7,79.5,1348,0.0,14.6
1782664079.023479,2026-06-28T16:27:59Z,12.2,335.6,79.6,1348,0.0,14.6
1782664084.0264661,2026-06-28T16:28:04Z,12.8,335.5,79.7,1348,0.2,14.6
1782664089.0292199,2026-06-28T16:28:09Z,14.1,335.5,79.7,1348,0.0,14.6
1782664094.0321743,2026-06-28T16:28:14Z,14.5,335.8,79.4,1348,0.0,14.6
1782664099.0356102,2026-06-28T16:28:19Z,16.6,335.8,79.4,1348,0.2,14.6
1782664104.0387702,2026-06-28T16:28:24Z,14.0,335.8,79.4,1348,0.0,14.6
1782664109.0428712,2026-06-28T16:28:29Z,13.1,335.7,79.5,1348,0.0,14.6
1782664114.0462472,2026-06-28T16:28:34Z,13.2,335.7,79.5,1348,0.2,14.6
1782664119.0489557,2026-06-28T16:28:39Z,12.9,335.7,79.5,1348,0.0,14.6
1782664124.0519092,2026-06-28T16:28:44Z,13.5,335.8,79.4,1348,0.0,14.6
1782664129.0546691,2026-06-28T16:28:49Z,12.9,336.0,79.2,1348,0.0,14.6
1782664134.057723,2026-06-28T16:28:54Z,12.7,336.0,79.2,1348,0.0,14.6
1782664139.0611687,2026-06-28T16:28:59Z,13.2,336.0,79.2,1348,0.0,14.6
1782664144.0638108,2026-06-28T16:29:04Z,13.1,336.0,79.2,1348,0.2,14.6
1782664149.0665243,2026-06-28T16:29:09Z,12.1,336.0,79.2,1348,0.0,14.6
1782664154.0692625,2026-06-28T16:29:14Z,13.0,336.0,79.2,1348,0.0,14.6
1782664159.0719595,2026-06-28T16:29:19Z,13.6,336.1,79.1,1348,0.0,14.6
1782664164.074988,2026-06-28T16:29:24Z,12.7,334.9,80.3,1348,0.4,14.6
1782664169.0782387,2026-06-28T16:29:29Z,16.3,334.9,80.3,1348,0.0,14.6
1782664174.0809605,2026-06-28T16:29:34Z,11.8,334.9,80.3,1348,0.0,14.6
1782664179.0844517,2026-06-28T16:29:39Z,13.6,334.9,80.3,1348,0.0,14.6
1782664184.087198,2026-06-28T16:29:44Z,13.2,334.9,80.3,1348,0.0,14.6
1782664189.0900624,2026-06-28T16:29:49Z,15.5,334.8,80.4,1348,0.2,14.6
1782664194.0938778,2026-06-28T16:29:54Z,12.7,335.1,80.1,1348,0.0,14.6
1782664199.0967293,2026-06-28T16:29:59Z,13.7,335.1,80.1,1348,0.0,14.6
1782664204.1000123,2026-06-28T16:30:04Z,12.7,335.1,80.1,1348,0.2,14.6
1782664209.1034772,2026-06-28T16:30:09Z,12.5,335.1,80.1,1348,0.0,14.6
1782664214.1061862,2026-06-28T16:30:14Z,13.2,335.1,80.1,1348,0.0,14.6
1782664219.108949,2026-06-28T16:30:19Z,15.3,335.1,80.1,1348,0.2,14.6
1782664224.111725,2026-06-28T16:30:24Z,11.7,335.1,80.1,1348,0.0,14.6
1782664229.1145868,2026-06-28T16:30:29Z,12.9,335.3,80.0,1348,0.0,14.6
1782664234.118374,2026-06-28T16:30:34Z,13.7,335.3,79.9,1348,0.2,14.6
1782664239.1218452,2026-06-28T16:30:39Z,11.5,335.3,79.9,1348,0.0,14.6
1782664244.1247852,2026-06-28T16:30:44Z,13.7,335.3,79.9,1348,0.0,14.6
1782664249.1275105,2026-06-28T16:30:49Z,12.2,335.3,79.9,1348,0.0,14.6
1782664254.1306798,2026-06-28T16:30:54Z,13.5,335.2,80.0,1348,0.2,14.6
1782664259.1338947,2026-06-28T16:30:59Z,11.3,335.5,79.7,1348,0.0,14.6
1782664264.1374638,2026-06-28T16:31:04Z,14.1,336.2,79.0,1348,0.0,14.6
1782664269.1401546,2026-06-28T16:31:09Z,12.0,336.2,79.0,1348,0.2,14.6
1782664274.1431203,2026-06-28T16:31:14Z,13.5,336.2,79.0,1348,0.0,14.6
1782664279.1461859,2026-06-28T16:31:19Z,22.1,336.2,79.0,1348,0.0,14.6
1782664284.1488955,2026-06-28T16:31:24Z,12.5,336.2,79.0,1348,0.2,14.6
1782664289.1518893,2026-06-28T16:31:29Z,12.5,336.2,79.0,1348,0.0,14.6
1782664294.154807,2026-06-28T16:31:34Z,13.4,336.4,78.8,1348,0.0,14.6
1782664299.1582115,2026-06-28T16:31:39Z,11.9,336.4,78.8,1348,0.0,14.6
1782664304.1611767,2026-06-28T16:31:44Z,15.2,336.4,78.9,1348,0.0,14.6
1782664309.1638997,2026-06-28T16:31:49Z,18.5,336.3,78.9,1348,0.2,14.6
1782664314.1669638,2026-06-28T16:31:54Z,14.1,336.3,78.9,1348,0.0,14.6
1782664319.1698363,2026-06-28T16:31:59Z,12.3,336.4,78.8,1348,0.0,14.6
1782664324.1727602,2026-06-28T16:32:04Z,16.2,336.4,78.8,1348,0.2,14.6
1782664329.176001,2026-06-28T16:32:09Z,12.7,336.4,78.8,1348,0.0,14.6
1782664334.1787305,2026-06-28T16:32:14Z,13.5,336.4,78.8,1348,0.0,14.6
1782664339.1817265,2026-06-28T16:32:19Z,13.3,336.4,78.8,1348,0.0,14.6
1782664344.1846967,2026-06-28T16:32:24Z,12.3,336.4,78.8,1348,0.2,14.6
1782664349.1874213,2026-06-28T16:32:29Z,12.9,336.4,78.8,1348,0.2,14.6
1782664354.1907907,2026-06-28T16:32:34Z,12.0,336.4,78.9,1348,0.0,14.6
1782664359.1935797,2026-06-28T16:32:39Z,13.0,336.5,78.7,1348,0.0,14.6
1782664364.1965468,2026-06-28T16:32:44Z,13.5,336.6,78.6,1348,0.0,14.6
1782664369.1992404,2026-06-28T16:32:49Z,13.1,336.6,78.6,1348,0.0,14.6
1782664374.2019763,2026-06-28T16:32:54Z,13.2,336.6,78.6,1348,0.0,14.6
1782664379.2047493,2026-06-28T16:32:59Z,16.0,336.7,78.6,1348,0.0,14.6
1782664384.207789,2026-06-28T16:33:04Z,11.5,336.7,78.5,1348,0.2,14.6
1782664389.21085,2026-06-28T16:33:09Z,13.7,336.9,78.3,1348,0.0,14.6
1782664394.2135875,2026-06-28T16:33:14Z,11.9,336.9,78.3,1348,0.2,14.6
1782664399.2163012,2026-06-28T16:33:19Z,17.6,336.9,78.3,1348,0.0,14.6
1782664404.219401,2026-06-28T16:33:24Z,11.8,336.9,78.3,1348,0.0,14.6
1782664409.2221572,2026-06-28T16:33:29Z,14.2,336.9,78.3,1348,0.0,14.6
1782664414.2248533,2026-06-28T16:33:34Z,11.9,336.9,78.3,1348,0.2,14.6
1782664419.2281482,2026-06-28T16:33:39Z,13.5,336.9,78.3,1348,0.2,14.6
1782664424.2316053,2026-06-28T16:33:44Z,11.5,337.0,78.2,1348,0.0,14.6
1782664429.2351756,2026-06-28T16:33:49Z,16.2,337.0,78.2,1348,0.0,14.6
1782664434.2379348,2026-06-28T16:33:54Z,11.7,337.0,78.2,1348,0.0,14.6
1782664439.2410088,2026-06-28T16:33:59Z,13.8,337.0,78.2,1348,0.0,14.6
1782664444.244416,2026-06-28T16:34:04Z,11.8,337.0,78.2,1348,0.0,14.6
1782664449.2471173,2026-06-28T16:34:09Z,13.9,337.0,78.3,1348,0.2,14.6
1782664454.2498932,2026-06-28T16:34:14Z,12.1,337.1,78.1,1348,0.0,14.6
1782664459.2533982,2026-06-28T16:34:19Z,12.9,337.0,78.2,1348,0.0,14.6
1782664464.2560585,2026-06-28T16:34:24Z,12.4,337.0,78.2,1348,0.0,14.6
1782664469.2587743,2026-06-28T16:34:29Z,14.0,337.0,78.2,1348,0.2,14.6
1782664474.2615495,2026-06-28T16:34:34Z,12.2,337.0,78.2,1348,0.0,14.6
1782664479.2650747,2026-06-28T16:34:39Z,13.2,337.0,78.2,1348,0.2,14.6
1782664484.2677348,2026-06-28T16:34:44Z,12.9,337.0,78.2,1348,0.0,14.6
1782664489.2705355,2026-06-28T16:34:49Z,14.6,337.2,78.0,1348,0.2,14.6
1782664494.2733266,2026-06-28T16:34:54Z,14.3,337.2,78.0,1348,0.0,14.6
1782664499.2765546,2026-06-28T16:34:59Z,12.7,337.2,78.0,1348,0.0,14.6
1782664504.2795968,2026-06-28T16:35:04Z,12.8,337.2,78.0,1348,0.0,14.6
1782664509.2823267,2026-06-28T16:35:09Z,13.0,337.2,78.0,1348,0.2,14.6
1782664514.2850761,2026-06-28T16:35:14Z,12.9,337.2,78.0,1348,0.0,14.6
1782664519.2885575,2026-06-28T16:35:19Z,13.6,337.2,78.0,1348,0.0,14.6
1782664524.2916198,2026-06-28T16:35:24Z,12.7,337.3,77.9,1348,0.0,14.6
1782664529.2943466,2026-06-28T16:35:29Z,12.7,337.2,78.0,1348,0.0,14.6
1782664534.297136,2026-06-28T16:35:34Z,12.9,337.2,78.0,1348,0.2,14.6
1782664539.3003573,2026-06-28T16:35:39Z,12.8,337.2,78.0,1348,0.0,14.6
1782664544.303751,2026-06-28T16:35:44Z,14.1,337.2,78.0,1348,0.2,14.6
1782664549.3064747,2026-06-28T16:35:49Z,12.9,337.2,78.0,1348,0.0,14.6
1782664554.3092358,2026-06-28T16:35:54Z,12.8,337.4,77.9,1348,0.0,14.6
1782664559.312576,2026-06-28T16:35:59Z,13.7,337.3,77.9,1348,0.2,14.6
1782664564.3171914,2026-06-28T16:36:04Z,14.7,337.3,77.9,1348,0.0,14.6
1782664569.3200762,2026-06-28T16:36:09Z,12.1,337.3,77.9,1348,0.0,14.6
1782664574.3228323,2026-06-28T16:36:14Z,12.9,337.3,77.9,1348,0.0,14.6
1782664579.3262048,2026-06-28T16:36:19Z,12.8,337.3,77.9,1348,0.0,14.6
1782664584.32962,2026-06-28T16:36:24Z,13.6,337.3,77.9,1348,0.2,14.6
1782664589.3322783,2026-06-28T16:36:29Z,12.2,337.5,77.7,1348,0.2,14.6
1782664594.335062,2026-06-28T16:36:34Z,13.9,337.5,77.7,1348,0.0,14.6
1782664599.3383985,2026-06-28T16:36:39Z,11.6,337.5,77.7,1348,0.0,14.6
1782664604.3417006,2026-06-28T16:36:44Z,13.1,337.5,77.7,1348,0.2,14.6
1782664609.3443768,2026-06-28T16:36:49Z,12.0,337.5,77.7,1348,0.0,14.6
1782664614.347094,2026-06-28T16:36:54Z,13.0,337.5,77.7,1348,0.0,14.6
1782664619.349945,2026-06-28T16:36:59Z,13.1,337.7,77.5,1348,0.0,14.6
1782664624.3525822,2026-06-28T16:37:04Z,12.7,337.7,77.5,1348,0.0,14.6
1782664629.3559313,2026-06-28T16:37:09Z,12.3,337.7,77.5,1348,0.2,14.6
1782664634.3591523,2026-06-28T16:37:14Z,12.9,337.6,77.6,1348,0.0,14.6
1782664639.3619542,2026-06-28T16:37:19Z,13.3,337.6,77.6,1348,0.0,14.6
1782664644.3651164,2026-06-28T16:37:24Z,12.8,337.6,77.6,1348,0.2,14.6
1782664649.3679032,2026-06-28T16:37:29Z,13.0,337.6,77.6,1348,0.0,14.6
1782664654.3718398,2026-06-28T16:37:34Z,12.7,337.7,77.5,1348,0.2,14.6
1782664659.3749006,2026-06-28T16:37:39Z,13.4,337.7,77.5,1348,0.0,14.6
1782664664.3776472,2026-06-28T16:37:44Z,13.1,337.7,77.5,1348,0.0,14.6
1782664669.3803134,2026-06-28T16:37:49Z,12.7,337.7,77.5,1348,0.0,14.6
1782664674.3837545,2026-06-28T16:37:54Z,12.7,337.7,77.5,1348,0.0,14.6
1782664679.3869033,2026-06-28T16:37:59Z,13.1,337.7,77.5,1348,0.0,14.6
1782664684.3896623,2026-06-28T16:38:04Z,12.9,337.9,77.3,1348,0.2,14.6
1782664689.3923452,2026-06-28T16:38:09Z,12.7,337.9,77.3,1348,0.0,14.6
1782664694.395453,2026-06-28T16:38:14Z,12.6,337.9,77.3,1348,0.0,14.6
1782664699.3985257,2026-06-28T16:38:19Z,12.8,337.9,77.3,1348,0.2,14.6
1782664704.4012692,2026-06-28T16:38:24Z,13.1,337.9,77.4,1348,0.2,14.6
1782664709.403911,2026-06-28T16:38:29Z,12.0,337.8,77.4,1348,0.0,14.6
1782664714.4067123,2026-06-28T16:38:34Z,13.1,337.8,77.4,1348,0.0,14.6
1782664719.4099996,2026-06-28T16:38:39Z,12.9,337.9,77.3,1348,0.0,14.6
1782664724.4126647,2026-06-28T16:38:44Z,13.9,337.0,78.2,1348,0.0,14.6
1782664729.4153664,2026-06-28T16:38:49Z,12.0,337.0,78.2,1348,0.0,14.6
1782664734.41815,2026-06-28T16:38:54Z,13.9,337.9,77.3,1348,0.2,14.6
1782664739.421672,2026-06-28T16:38:59Z,11.5,337.9,77.3,1348,0.0,14.6
1782664744.4246001,2026-06-28T16:39:04Z,13.7,337.9,77.4,1348,0.0,14.6
1782664749.4273462,2026-06-28T16:39:09Z,12.2,338.0,77.2,1348,0.2,14.6
1782664754.4301288,2026-06-28T16:39:14Z,13.9,338.0,77.2,1348,0.0,14.6
1782664759.433207,2026-06-28T16:39:19Z,11.5,338.1,77.1,1348,0.2,14.6
1782664764.4365113,2026-06-28T16:39:24Z,13.5,338.1,77.1,1348,0.0,14.6
1782664769.4396038,2026-06-28T16:39:29Z,11.6,338.1,77.1,1348,0.0,14.6
1782664774.4431849,2026-06-28T16:39:34Z,13.7,338.1,77.1,1348,0.0,14.6
1782664779.4459429,2026-06-28T16:39:39Z,12.1,338.1,77.1,1348,0.0,14.6
1782664784.4486523,2026-06-28T16:39:44Z,13.9,338.4,76.8,1348,0.2,14.6
1782664789.4518776,2026-06-28T16:39:49Z,11.5,338.4,76.8,1348,0.0,14.6
1782664794.455554,2026-06-28T16:39:54Z,12.6,338.4,76.8,1348,0.0,14.6
1782664799.4593039,2026-06-28T16:39:59Z,13.5,338.4,76.8,1348,0.2,14.6
1782664804.4622993,2026-06-28T16:40:04Z,12.1,338.3,76.9,1348,0.0,14.6
1782664809.46491,2026-06-28T16:40:09Z,14.0,338.3,76.9,1348,0.0,14.6
1782664814.4675574,2026-06-28T16:40:14Z,11.7,338.5,76.7,1348,0.2,14.6
1782664819.4706533,2026-06-28T16:40:19Z,13.6,338.6,76.6,1348,0.0,14.6
1782664824.4737208,2026-06-28T16:40:24Z,11.6,338.6,76.6,1348,0.2,14.6
1782664829.4769075,2026-06-28T16:40:29Z,13.8,338.6,76.6,1348,0.0,14.6
1782664834.4795763,2026-06-28T16:40:34Z,12.0,338.6,76.6,1348,0.0,14.6
1782664839.4823139,2026-06-28T16:40:39Z,14.2,338.6,76.6,1348,0.0,14.6
1782664844.4850054,2026-06-28T16:40:44Z,11.6,338.6,76.7,1348,0.2,14.6
1782664849.4879804,2026-06-28T16:40:49Z,13.5,338.7,76.5,1348,0.0,14.6
1782664854.4918377,2026-06-28T16:40:54Z,11.9,338.7,76.6,1348,0.0,14.6
1782664859.49467,2026-06-28T16:40:59Z,14.1,338.7,76.6,1348,0.2,14.6
1782664864.4974418,2026-06-28T16:41:04Z,12.2,338.6,76.6,1348,0.0,14.6
1782664869.5001624,2026-06-28T16:41:09Z,13.5,338.5,76.7,1348,0.0,14.6
1782664874.5036068,2026-06-28T16:41:14Z,12.2,338.5,76.7,1348,0.0,14.6
1782664879.5070155,2026-06-28T16:41:19Z,14.5,338.5,76.7,1348,0.0,14.6
1782664884.5097792,2026-06-28T16:41:24Z,13.7,338.7,76.5,1348,0.2,14.6
1782664889.512495,2026-06-28T16:41:29Z,13.7,338.7,76.5,1348,0.2,14.6
1782664894.5160332,2026-06-28T16:41:34Z,11.5,338.7,76.5,1348,0.0,14.6
1782664899.5190785,2026-06-28T16:41:39Z,13.6,338.9,76.3,1348,0.0,14.6
1782664904.5218291,2026-06-28T16:41:44Z,11.9,338.9,76.3,1348,0.0,14.6
1782664909.5244935,2026-06-28T16:41:49Z,13.0,337.8,77.4,1348,0.2,14.6
1782664914.5272782,2026-06-28T16:41:54Z,13.0,338.1,77.1,1348,0.0,14.6
1782664919.5309272,2026-06-28T16:41:59Z,13.6,336.0,79.2,1348,0.0,14.6
1782664924.5342853,2026-06-28T16:42:04Z,14.0,336.0,79.2,1348,0.0,14.6
1782664929.5369418,2026-06-28T16:42:09Z,13.6,335.2,80.0,1348,0.0,14.6
1782664934.539584,2026-06-28T16:42:14Z,21.1,335.0,80.2,1348,0.2,14.6
1782664939.5423226,2026-06-28T16:42:19Z,13.1,335.0,80.2,1348,0.0,14.6
1782664944.5451338,2026-06-28T16:42:24Z,13.5,335.0,80.2,1348,0.0,14.6
1782664949.5485504,2026-06-28T16:42:29Z,13.0,335.6,79.6,1348,0.2,14.6
1782664954.551968,2026-06-28T16:42:34Z,14.1,335.6,79.6,1348,0.2,14.6
1782664959.5553925,2026-06-28T16:42:39Z,12.8,335.9,79.3,1348,0.0,14.6
1782664964.5589561,2026-06-28T16:42:44Z,23.3,336.9,78.3,1348,0.0,14.6
1782664969.562381,2026-06-28T16:42:49Z,16.2,335.4,79.8,1348,0.2,14.6
1782664974.5658722,2026-06-28T16:42:54Z,12.7,335.4,79.9,1348,0.0,14.6
1782664979.5692043,2026-06-28T16:42:59Z,12.8,335.5,79.7,1348,0.0,14.6
1782664984.572413,2026-06-28T16:43:04Z,15.6,335.5,79.7,1348,0.0,14.6
1782664989.5751114,2026-06-28T16:43:09Z,12.6,335.5,79.8,1348,0.0,14.6
1782664994.577867,2026-06-28T16:43:14Z,18.1,335.6,79.7,1348,0.0,14.6
1782664999.5805197,2026-06-28T16:43:19Z,13.8,335.6,79.7,1348,0.2,14.6
1782665004.5832179,2026-06-28T16:43:24Z,11.9,335.6,79.7,1348,0.0,14.6
1782665009.585951,2026-06-28T16:43:29Z,13.7,335.6,79.7,1348,0.0,14.6
1782665014.588603,2026-06-28T16:43:34Z,11.8,335.1,80.1,1348,0.0,14.6
1782665019.5913198,2026-06-28T16:43:39Z,13.7,335.0,80.2,1348,0.2,14.6
1782665024.594092,2026-06-28T16:43:44Z,11.8,335.0,80.2,1348,0.0,14.6
1782665029.596833,2026-06-28T16:43:49Z,13.7,335.0,80.2,1348,0.0,14.6
1782665034.6018329,2026-06-28T16:43:54Z,11.9,335.0,80.2,1348,0.2,14.6
1782665039.6053932,2026-06-28T16:43:59Z,14.1,335.1,80.1,1348,0.2,14.6
1782665044.608454,2026-06-28T16:44:04Z,11.7,334.4,80.8,1348,0.0,14.6
1782665049.6116776,2026-06-28T16:44:09Z,13.8,334.3,80.9,1348,0.0,14.6
1782665054.6147413,2026-06-28T16:44:14Z,11.8,334.4,80.8,1348,0.0,14.6
1782665059.6178524,2026-06-28T16:44:19Z,14.0,334.4,80.9,1348,0.0,14.6
1782665064.6208642,2026-06-28T16:44:24Z,12.9,334.4,80.9,1348,0.2,14.6
1782665069.6244893,2026-06-28T16:44:29Z,13.0,334.4,80.9,1348,0.2,14.6
