timestamp_unix,timestamp_iso,direction,msg_type,size_bytes,processing_ms
1782314979.155,2026-06-24T16:29:39,incoming,MeterValues,889,0.000
1782314979.201,2026-06-24T16:29:39,incoming,MeterValues,0,0.381
1782314979.202,2026-06-24T16:29:39,outgoing,CallResult,45,0.000
1782314988.233,2026-06-24T16:29:48,incoming,Heartbeat,57,0.000
1782314988.234,2026-06-24T16:29:48,outgoing,CallResult,81,0.000
1782314989.421,2026-06-24T16:29:49,incoming,MeterValues,877,0.000
1782314989.423,2026-06-24T16:29:49,incoming,MeterValues,0,0.319
1782314989.424,2026-06-24T16:29:49,outgoing,CallResult,45,0.000
1782314998.247,2026-06-24T16:29:58,incoming,Heartbeat,57,0.000
1782314998.248,2026-06-24T16:29:58,outgoing,CallResult,81,0.000
1782314999.524,2026-06-24T16:29:59,incoming,MeterValues,877,0.000
1782314999.527,2026-06-24T16:29:59,incoming,MeterValues,0,0.274
1782314999.527,2026-06-24T16:29:59,outgoing,CallResult,45,0.000
1782315008.263,2026-06-24T16:30:08,incoming,Heartbeat,57,0.000
1782315008.264,2026-06-24T16:30:08,outgoing,CallResult,81,0.000
1782315009.558,2026-06-24T16:30:09,incoming,MeterValues,878,0.000
1782315009.561,2026-06-24T16:30:09,incoming,MeterValues,0,0.289
1782315009.562,2026-06-24T16:30:09,outgoing,CallResult,45,0.000
1782315018.279,2026-06-24T16:30:18,incoming,Heartbeat,57,0.000
1782315018.280,2026-06-24T16:30:18,outgoing,CallResult,81,0.000
1782315019.599,2026-06-24T16:30:19,incoming,MeterValues,879,0.000
1782315019.602,2026-06-24T16:30:19,incoming,MeterValues,0,0.443
1782315019.603,2026-06-24T16:30:19,outgoing,CallResult,45,0.000
1782315028.296,2026-06-24T16:30:28,incoming,Heartbeat,57,0.000
1782315028.298,2026-06-24T16:30:28,outgoing,CallResult,81,0.000
1782315029.842,2026-06-24T16:30:29,incoming,MeterValues,878,0.000
1782315029.845,2026-06-24T16:30:29,incoming,MeterValues,0,0.311
1782315029.845,2026-06-24T16:30:29,outgoing,CallResult,45,0.000
1782315038.503,2026-06-24T16:30:38,incoming,Heartbeat,57,0.000
1782315038.504,2026-06-24T16:30:38,outgoing,CallResult,81,0.000
1782315039.874,2026-06-24T16:30:39,incoming,MeterValues,879,0.000
1782315039.877,2026-06-24T16:30:39,incoming,MeterValues,0,0.283
1782315039.878,2026-06-24T16:30:39,outgoing,CallResult,45,0.000
1782315048.522,2026-06-24T16:30:48,incoming,Heartbeat,57,0.000
1782315048.523,2026-06-24T16:30:48,outgoing,CallResult,81,0.000
1782315050.043,2026-06-24T16:30:50,incoming,MeterValues,877,0.000
1782315050.046,2026-06-24T16:30:50,incoming,MeterValues,0,0.276
1782315050.046,2026-06-24T16:30:50,outgoing,CallResult,45,0.000
1782315058.774,2026-06-24T16:30:58,incoming,Heartbeat,57,0.000
1782315058.775,2026-06-24T16:30:58,outgoing,CallResult,81,0.000
1782315060.078,2026-06-24T16:31:00,incoming,MeterValues,867,0.000
1782315060.080,2026-06-24T16:31:00,incoming,MeterValues,0,0.235
1782315060.081,2026-06-24T16:31:00,outgoing,CallResult,45,0.000
1782315068.789,2026-06-24T16:31:08,incoming,Heartbeat,57,0.000
1782315068.790,2026-06-24T16:31:08,outgoing,CallResult,81,0.000
1782315070.115,2026-06-24T16:31:10,incoming,MeterValues,881,0.000
1782315070.117,2026-06-24T16:31:10,incoming,MeterValues,0,0.282
1782315070.118,2026-06-24T16:31:10,outgoing,CallResult,45,0.000
1782315079.025,2026-06-24T16:31:19,incoming,Heartbeat,57,0.000
1782315079.026,2026-06-24T16:31:19,outgoing,CallResult,81,0.000
1782315080.331,2026-06-24T16:31:20,incoming,MeterValues,881,0.000
1782315080.334,2026-06-24T16:31:20,incoming,MeterValues,0,0.283
1782315080.334,2026-06-24T16:31:20,outgoing,CallResult,45,0.000
1782315089.087,2026-06-24T16:31:29,incoming,Heartbeat,57,0.000
1782315089.088,2026-06-24T16:31:29,outgoing,CallResult,81,0.000
1782315090.367,2026-06-24T16:31:30,incoming,MeterValues,881,0.000
1782315090.369,2026-06-24T16:31:30,incoming,MeterValues,0,0.279
1782315090.370,2026-06-24T16:31:30,outgoing,CallResult,45,0.000
1782315099.100,2026-06-24T16:31:39,incoming,Heartbeat,57,0.000
1782315099.101,2026-06-24T16:31:39,outgoing,CallResult,81,0.000
1782315100.398,2026-06-24T16:31:40,incoming,MeterValues,881,0.000
1782315100.401,2026-06-24T16:31:40,incoming,MeterValues,0,0.275
1782315100.401,2026-06-24T16:31:40,outgoing,CallResult,45,0.000
1782315109.320,2026-06-24T16:31:49,incoming,Heartbeat,57,0.000
1782315109.321,2026-06-24T16:31:49,outgoing,CallResult,81,0.000
1782315110.430,2026-06-24T16:31:50,incoming,MeterValues,881,0.000
1782315110.433,2026-06-24T16:31:50,incoming,MeterValues,0,0.269
1782315110.433,2026-06-24T16:31:50,outgoing,CallResult,45,0.000
1782315119.336,2026-06-24T16:31:59,incoming,Heartbeat,57,0.000
1782315119.337,2026-06-24T16:31:59,outgoing,CallResult,81,0.000
1782315120.648,2026-06-24T16:32:00,incoming,MeterValues,881,0.000
1782315120.650,2026-06-24T16:32:00,incoming,MeterValues,0,0.276
1782315120.651,2026-06-24T16:32:00,outgoing,CallResult,45,0.000
1782315129.352,2026-06-24T16:32:09,incoming,Heartbeat,57,0.000
1782315129.353,2026-06-24T16:32:09,outgoing,CallResult,81,0.000
1782315130.677,2026-06-24T16:32:10,incoming,MeterValues,881,0.000
1782315130.680,2026-06-24T16:32:10,incoming,MeterValues,0,0.276
1782315130.680,2026-06-24T16:32:10,outgoing,CallResult,45,0.000
1782315139.537,2026-06-24T16:32:19,incoming,Heartbeat,57,0.000
1782315139.538,2026-06-24T16:32:19,outgoing,CallResult,81,0.000
1782315140.880,2026-06-24T16:32:20,incoming,MeterValues,881,0.000
1782315140.882,2026-06-24T16:32:20,incoming,MeterValues,0,0.228
1782315140.882,2026-06-24T16:32:20,outgoing,CallResult,45,0.000
1782315149.555,2026-06-24T16:32:29,incoming,Heartbeat,57,0.000
1782315149.557,2026-06-24T16:32:29,outgoing,CallResult,81,0.000
1782315151.066,2026-06-24T16:32:31,incoming,MeterValues,881,0.000
1782315151.068,2026-06-24T16:32:31,incoming,MeterValues,0,0.317
1782315151.069,2026-06-24T16:32:31,outgoing,CallResult,45,0.000
1782315159.693,2026-06-24T16:32:39,incoming,Heartbeat,57,0.000
1782315159.694,2026-06-24T16:32:39,outgoing,CallResult,81,0.000
1782315161.098,2026-06-24T16:32:41,incoming,MeterValues,881,0.000
1782315161.101,2026-06-24T16:32:41,incoming,MeterValues,0,0.428
1782315161.101,2026-06-24T16:32:41,outgoing,CallResult,45,0.000
1782315169.710,2026-06-24T16:32:49,incoming,Heartbeat,57,0.000
1782315169.711,2026-06-24T16:32:49,outgoing,CallResult,81,0.000
1782315171.263,2026-06-24T16:32:51,incoming,MeterValues,881,0.000
1782315171.266,2026-06-24T16:32:51,incoming,MeterValues,0,0.318
1782315171.266,2026-06-24T16:32:51,outgoing,CallResult,45,0.000
1782315179.909,2026-06-24T16:32:59,incoming,Heartbeat,57,0.000
1782315179.910,2026-06-24T16:32:59,outgoing,CallResult,81,0.000
1782315181.311,2026-06-24T16:33:01,incoming,MeterValues,881,0.000
1782315181.314,2026-06-24T16:33:01,incoming,MeterValues,0,0.413
1782315181.314,2026-06-24T16:33:01,outgoing,CallResult,45,0.000
1782315189.930,2026-06-24T16:33:09,incoming,Heartbeat,57,0.000
1782315189.931,2026-06-24T16:33:09,outgoing,CallResult,81,0.000
1782315191.340,2026-06-24T16:33:11,incoming,MeterValues,881,0.000
1782315191.343,2026-06-24T16:33:11,incoming,MeterValues,0,0.298
1782315191.343,2026-06-24T16:33:11,outgoing,CallResult,45,0.000
1782315200.067,2026-06-24T16:33:20,incoming,Heartbeat,57,0.000
1782315200.068,2026-06-24T16:33:20,outgoing,CallResult,81,0.000
1782315201.431,2026-06-24T16:33:21,incoming,MeterValues,881,0.000
1782315201.433,2026-06-24T16:33:21,incoming,MeterValues,0,0.282
1782315201.434,2026-06-24T16:33:21,outgoing,CallResult,45,0.000
1782315210.095,2026-06-24T16:33:30,incoming,Heartbeat,57,0.000
1782315210.096,2026-06-24T16:33:30,outgoing,CallResult,81,0.000
1782315211.460,2026-06-24T16:33:31,incoming,MeterValues,881,0.000
1782315211.462,2026-06-24T16:33:31,incoming,MeterValues,0,0.234
1782315211.462,2026-06-24T16:33:31,outgoing,CallResult,45,0.000
1782315220.264,2026-06-24T16:33:40,incoming,Heartbeat,57,0.000
1782315220.265,2026-06-24T16:33:40,outgoing,CallResult,81,0.000
1782315221.583,2026-06-24T16:33:41,incoming,MeterValues,881,0.000
1782315221.586,2026-06-24T16:33:41,incoming,MeterValues,0,0.320
1782315221.586,2026-06-24T16:33:41,outgoing,CallResult,45,0.000
1782315230.276,2026-06-24T16:33:50,incoming,Heartbeat,57,0.000
1782315230.277,2026-06-24T16:33:50,outgoing,CallResult,81,0.000
1782315231.618,2026-06-24T16:33:51,incoming,MeterValues,881,0.000
1782315231.621,2026-06-24T16:33:51,incoming,MeterValues,0,0.406
1782315231.621,2026-06-24T16:33:51,outgoing,CallResult,45,0.000
1782315240.293,2026-06-24T16:34:00,incoming,Heartbeat,57,0.000
1782315240.294,2026-06-24T16:34:00,outgoing,CallResult,81,0.000
1782315241.837,2026-06-24T16:34:01,incoming,MeterValues,881,0.000
1782315241.840,2026-06-24T16:34:01,incoming,MeterValues,0,0.400
1782315241.841,2026-06-24T16:34:01,outgoing,CallResult,45,0.000
1782315250.381,2026-06-24T16:34:10,incoming,Heartbeat,57,0.000
1782315250.382,2026-06-24T16:34:10,outgoing,CallResult,81,0.000
1782315251.872,2026-06-24T16:34:11,incoming,MeterValues,881,0.000
1782315251.875,2026-06-24T16:34:11,incoming,MeterValues,0,0.280
1782315251.875,2026-06-24T16:34:11,outgoing,CallResult,45,0.000
1782315260.395,2026-06-24T16:34:20,incoming,Heartbeat,57,0.000
1782315260.396,2026-06-24T16:34:20,outgoing,CallResult,81,0.000
1782315262.088,2026-06-24T16:34:22,incoming,MeterValues,881,0.000
1782315262.091,2026-06-24T16:34:22,incoming,MeterValues,0,0.283
1782315262.091,2026-06-24T16:34:22,outgoing,CallResult,45,0.000
1782315270.581,2026-06-24T16:34:30,incoming,Heartbeat,57,0.000
1782315270.582,2026-06-24T16:34:30,outgoing,CallResult,81,0.000
1782315272.222,2026-06-24T16:34:32,incoming,MeterValues,881,0.000
1782315272.225,2026-06-24T16:34:32,incoming,MeterValues,0,0.288
1782315272.226,2026-06-24T16:34:32,outgoing,CallResult,45,0.000
1782315280.597,2026-06-24T16:34:40,incoming,Heartbeat,57,0.000
1782315280.598,2026-06-24T16:34:40,outgoing,CallResult,81,0.000
1782315282.257,2026-06-24T16:34:42,incoming,MeterValues,881,0.000
1782315282.259,2026-06-24T16:34:42,incoming,MeterValues,0,0.313
1782315282.260,2026-06-24T16:34:42,outgoing,CallResult,45,0.000
1782315290.799,2026-06-24T16:34:50,incoming,Heartbeat,57,0.000
1782315290.800,2026-06-24T16:34:50,outgoing,CallResult,81,0.000
1782315292.373,2026-06-24T16:34:52,incoming,MeterValues,881,0.000
1782315292.375,2026-06-24T16:34:52,incoming,MeterValues,0,0.391
1782315292.376,2026-06-24T16:34:52,outgoing,CallResult,45,0.000
1782315300.917,2026-06-24T16:35:00,incoming,Heartbeat,57,0.000
1782315300.918,2026-06-24T16:35:00,outgoing,CallResult,81,0.000
1782315302.407,2026-06-24T16:35:02,incoming,MeterValues,881,0.000
1782315302.409,2026-06-24T16:35:02,incoming,MeterValues,0,0.268
1782315302.409,2026-06-24T16:35:02,outgoing,CallResult,45,0.000
1782315310.936,2026-06-24T16:35:10,incoming,Heartbeat,57,0.000
1782315310.937,2026-06-24T16:35:10,outgoing,CallResult,81,0.000
1782315312.469,2026-06-24T16:35:12,incoming,MeterValues,881,0.000
1782315312.472,2026-06-24T16:35:12,incoming,MeterValues,0,0.382
1782315312.472,2026-06-24T16:35:12,outgoing,CallResult,45,0.000
1782315320.972,2026-06-24T16:35:20,incoming,Heartbeat,57,0.000
1782315320.973,2026-06-24T16:35:20,outgoing,CallResult,81,0.000
1782315322.728,2026-06-24T16:35:22,incoming,MeterValues,881,0.000
1782315322.731,2026-06-24T16:35:22,incoming,MeterValues,0,0.312
1782315322.731,2026-06-24T16:35:22,outgoing,CallResult,45,0.000
1782315330.993,2026-06-24T16:35:30,incoming,Heartbeat,57,0.000
1782315330.994,2026-06-24T16:35:30,outgoing,CallResult,81,0.000
1782315332.907,2026-06-24T16:35:32,incoming,MeterValues,881,0.000
1782315332.909,2026-06-24T16:35:32,incoming,MeterValues,0,0.309
1782315332.910,2026-06-24T16:35:32,outgoing,CallResult,45,0.000
1782315341.196,2026-06-24T16:35:41,incoming,Heartbeat,57,0.000
1782315341.197,2026-06-24T16:35:41,outgoing,CallResult,81,0.000
1782315342.941,2026-06-24T16:35:42,incoming,MeterValues,881,0.000
1782315342.943,2026-06-24T16:35:42,incoming,MeterValues,0,0.286
1782315342.944,2026-06-24T16:35:42,outgoing,CallResult,45,0.000
1782315351.265,2026-06-24T16:35:51,incoming,Heartbeat,57,0.000
1782315351.266,2026-06-24T16:35:51,outgoing,CallResult,81,0.000
1782315352.979,2026-06-24T16:35:52,incoming,MeterValues,870,0.000
1782315352.982,2026-06-24T16:35:52,incoming,MeterValues,0,0.371
1782315352.982,2026-06-24T16:35:52,outgoing,CallResult,45,0.000
1782315361.283,2026-06-24T16:36:01,incoming,Heartbeat,57,0.000
1782315361.284,2026-06-24T16:36:01,outgoing,CallResult,81,0.000
1782315363.013,2026-06-24T16:36:03,incoming,MeterValues,877,0.000
1782315363.015,2026-06-24T16:36:03,incoming,MeterValues,0,0.319
1782315363.016,2026-06-24T16:36:03,outgoing,CallResult,45,0.000
1782315371.469,2026-06-24T16:36:11,incoming,Heartbeat,57,0.000
1782315371.471,2026-06-24T16:36:11,outgoing,CallResult,81,0.000
1782315373.185,2026-06-24T16:36:13,incoming,MeterValues,879,0.000
1782315373.188,2026-06-24T16:36:13,incoming,MeterValues,0,0.401
1782315373.188,2026-06-24T16:36:13,outgoing,CallResult,45,0.000
1782315381.671,2026-06-24T16:36:21,incoming,Heartbeat,57,0.000
1782315381.672,2026-06-24T16:36:21,outgoing,CallResult,81,0.000
1782315383.435,2026-06-24T16:36:23,incoming,MeterValues,879,0.000
1782315383.438,2026-06-24T16:36:23,incoming,MeterValues,0,0.389
1782315383.438,2026-06-24T16:36:23,outgoing,CallResult,45,0.000
1782315391.689,2026-06-24T16:36:31,incoming,Heartbeat,57,0.000
1782315391.690,2026-06-24T16:36:31,outgoing,CallResult,81,0.000
1782315393.509,2026-06-24T16:36:33,incoming,MeterValues,879,0.000
1782315393.511,2026-06-24T16:36:33,incoming,MeterValues,0,0.312
1782315393.512,2026-06-24T16:36:33,outgoing,CallResult,45,0.000
1782315401.895,2026-06-24T16:36:41,incoming,Heartbeat,57,0.000
1782315401.896,2026-06-24T16:36:41,outgoing,CallResult,81,0.000
1782315403.652,2026-06-24T16:36:43,incoming,MeterValues,878,0.000
1782315403.655,2026-06-24T16:36:43,incoming,MeterValues,0,0.426
1782315403.655,2026-06-24T16:36:43,outgoing,CallResult,45,0.000
1782315412.081,2026-06-24T16:36:52,incoming,Heartbeat,57,0.000
1782315412.082,2026-06-24T16:36:52,outgoing,CallResult,81,0.000
1782315413.915,2026-06-24T16:36:53,incoming,MeterValues,878,0.000
1782315413.917,2026-06-24T16:36:53,incoming,MeterValues,0,0.281
1782315413.917,2026-06-24T16:36:53,outgoing,CallResult,45,0.000
1782315422.101,2026-06-24T16:37:02,incoming,Heartbeat,57,0.000
1782315422.102,2026-06-24T16:37:02,outgoing,CallResult,81,0.000
1782315424.153,2026-06-24T16:37:04,incoming,MeterValues,876,0.000
1782315424.156,2026-06-24T16:37:04,incoming,MeterValues,0,0.326
1782315424.156,2026-06-24T16:37:04,outgoing,CallResult,45,0.000
1782315432.168,2026-06-24T16:37:12,incoming,Heartbeat,57,0.000
1782315432.169,2026-06-24T16:37:12,outgoing,CallResult,81,0.000
1782315434.360,2026-06-24T16:37:14,incoming,MeterValues,890,0.000
1782315434.363,2026-06-24T16:37:14,incoming,MeterValues,0,0.326
1782315434.363,2026-06-24T16:37:14,outgoing,CallResult,45,0.000
1782315442.184,2026-06-24T16:37:22,incoming,Heartbeat,57,0.000
1782315442.185,2026-06-24T16:37:22,outgoing,CallResult,81,0.000
1782315444.564,2026-06-24T16:37:24,incoming,MeterValues,881,0.000
1782315444.566,2026-06-24T16:37:24,incoming,MeterValues,0,0.427
1782315444.567,2026-06-24T16:37:24,outgoing,CallResult,45,0.000
1782315452.196,2026-06-24T16:37:32,incoming,Heartbeat,57,0.000
1782315452.197,2026-06-24T16:37:32,outgoing,CallResult,81,0.000
