cycle,soh_pct,throughput_kwh,efc,energy_in_kwh,energy_out_kwh,peak_temp_c,end_temp_c
142,95.7462,7018.754,42.5379,48.369,0.0,27.5,27.28
143,95.7169,7067.108,42.831,48.354,0.0,27.5,27.27
144,95.6876,7115.442,43.1239,48.333,0.0,27.5,27.5
145,95.6583,7163.766,43.4168,48.325,0.0,27.5,27.5
146,95.629,7212.076,43.7096,48.31,0.0,27.5,27.49
147,95.5998,7260.371,44.0023,48.295,0.0,27.5,27.48
148,95.5705,7308.652,44.2949,48.28,0.0,27.5,27.47
149,95.5413,7356.917,44.5874,48.266,0.0,27.5,27.46
150,95.512,7405.168,44.8798,48.251,0.0,27.5,27.45
151,95.4828,7453.404,45.1721,48.236,0.0,27.5,27.44
152,95.4536,7501.625,45.4644,48.221,0.0,27.5,27.44
153,95.4243,7549.832,45.7566,48.206,0.0,27.5,27.43
154,95.3951,7598.023,46.0486,48.192,0.0,27.5,27.42
155,95.3659,7646.2,46.3406,48.177,0.0,27.5,27.41
156,95.3367,7694.363,46.6325,48.162,0.0,27.5,27.4
157,95.3076,7742.51,46.9243,48.147,0.0,27.5,27.39
158,95.2784,7790.643,47.216,48.133,0.0,27.5,27.39
159,95.2492,7838.761,47.5076,48.118,0.0,27.5,27.38
160,95.2201,7886.864,47.7992,48.103,0.0,27.5,27.37
161,95.1909,7934.953,48.0906,48.089,0.0,27.5,27.36
162,95.1618,7983.027,48.382,48.074,0.0,27.5,27.35
163,95.1327,8031.086,48.6732,48.059,0.0,27.5,27.34
164,95.1036,8079.13,48.9644,48.044,0.0,27.5,27.34
165,95.0744,8127.16,49.2555,48.03,0.0,27.5,27.33
166,95.0453,8175.175,49.5465,48.015,0.0,27.5,27.32
167,95.0163,8223.175,49.8374,48.0,0.0,27.5,27.31
168,94.9872,8271.161,50.1282,47.986,0.0,27.5,27.3
169,94.9581,8319.132,50.419,47.971,0.0,27.5,27.29
170,94.929,8367.088,50.7096,47.956,0.0,27.5,27.28
171,94.9,8415.03,51.0002,47.942,0.0,27.5,27.28
172,94.8709,8462.946,51.2906,47.917,0.0,27.5,27.5
173,94.8419,8510.858,51.581,47.912,0.0,27.5,27.5
174,94.8129,8558.756,51.8712,47.898,0.0,27.5,27.49
175,94.7839,8606.639,52.1614,47.883,0.0,27.5,27.48
176,94.7548,8654.507,52.4516,47.868,0.0,27.5,27.47
177,94.7258,8702.361,52.7416,47.854,0.0,27.5,27.46
178,94.6968,8750.2,53.0315,47.839,0.0,27.5,27.46
179,94.6679,8798.024,53.3214,47.824,0.0,27.5,27.45
180,94.6389,8845.834,53.6111,47.81,0.0,27.5,27.44
181,94.6099,8893.629,53.9008,47.795,0.0,27.5,27.43
182,94.581,8941.409,54.1904,47.78,0.0,27.5,27.42
183,94.552,8989.175,54.4798,47.766,0.0,27.5,27.41
184,94.5231,9036.926,54.7692,47.751,0.0,27.5,27.41
185,94.4941,9084.663,55.0586,47.737,0.0,27.5,27.4
186,94.4652,9132.385,55.3478,47.722,0.0,27.5,27.39
187,94.4363,9180.092,55.6369,47.707,0.0,27.5,27.38
188,94.4074,9227.785,55.926,47.693,0.0,27.5,27.37
189,94.3785,9275.463,56.2149,47.678,0.0,27.5,27.36
190,94.3496,9323.126,56.5038,47.664,0.0,27.5,27.36
191,94.3207,9370.775,56.7926,47.649,0.0,27.5,27.35
192,94.2919,9418.41,57.0813,47.634,0.0,27.5,27.34
193,94.263,9466.03,57.3699,47.62,0.0,27.5,27.33
194,94.2342,9513.635,57.6584,47.605,0.0,27.5,27.32
195,94.2053,9561.225,57.9468,47.591,0.0,27.5,27.31
196,94.1765,9608.801,58.2352,47.576,0.0,27.5,27.31
197,94.1477,9656.363,58.5234,47.562,0.0,27.5,27.3
198,94.1188,9703.91,58.8116,47.547,0.0,27.5,27.29
199,94.09,9751.442,59.0997,47.532,0.0,27.5,27.28
200,94.0612,9798.96,59.3876,47.518,0.0,27.5,27.27
201,94.0324,9846.46,59.6755,47.5,0.0,27.5,27.5
202,94.0037,9893.949,59.9633,47.489,0.0,27.5,27.49
203,93.9749,9941.423,60.2511,47.474,0.0,27.5,27.49
204,93.9461,9988.883,60.5387,47.46,0.0,27.5,27.48
205,93.9174,10036.328,60.8262,47.445,0.0,27.5,27.47
206,93.8886,10083.759,61.1137,47.431,0.0,27.5,27.46
207,93.8599,10131.175,61.4011,47.416,0.0,27.5,27.45
208,93.8312,10178.577,61.6883,47.402,0.0,27.5,27.44
209,93.8024,10225.964,61.9755,47.387,0.0,27.5,27.44
210,93.7737,10273.336,62.2626,47.373,0.0,27.5,27.43
211,93.745,10320.694,62.5497,47.358,0.0,27.5,27.42
212,93.7163,10368.038,62.8366,47.344,0.0,27.5,27.41
213,93.6877,10415.367,63.1234,47.329,0.0,27.5,27.4
214,93.659,10462.682,63.4102,47.315,0.0,27.5,27.39
215,93.6303,10509.982,63.6969,47.3,0.0,27.5,27.39
216,93.6017,10557.268,63.9834,47.286,0.0,27.5,27.38
217,93.573,10604.539,64.2699,47.271,0.0,27.5,27.37
218,93.5444,10651.796,64.5563,47.257,0.0,27.5,27.36
219,93.5157,10699.038,64.8427,47.242,0.0,27.5,27.35
220,93.4871,10746.266,65.1289,47.228,0.0,27.5,27.34
221,93.4585,10793.479,65.415,47.213,0.0,27.5,27.34
222,93.4299,10840.678,65.7011,47.199,0.0,27.5,27.33
223,93.4013,10887.863,65.987,47.184,0.0,27.5,27.32
224,93.3727,10935.033,66.2729,47.17,0.0,27.5,27.31
225,93.3441,10982.188,66.5587,47.156,0.0,27.5,27.3
226,93.3156,11029.329,66.8444,47.141,0.0,27.5,27.3
227,93.287,11076.456,67.13,47.127,0.0,27.5,27.29
228,93.2584,11123.568,67.4156,47.112,0.0,27.5,27.28
229,93.2299,11170.652,67.7009,47.083,0.0,27.5,27.5
230,93.2014,11217.735,67.9863,47.083,0.0,27.5,27.5
231,93.1728,11264.804,68.2715,47.069,0.0,27.5,27.49
232,93.1443,11311.859,68.5567,47.055,0.0,27.5,27.48
233,93.1158,11358.899,68.8418,47.04,0.0,27.5,27.48
234,93.0873,11405.925,69.1268,47.026,0.0,27.5,27.47
235,93.0588,11452.936,69.4117,47.011,0.0,27.5,27.46
236,93.0303,11499.933,69.6966,46.997,0.0,27.5,27.45
237,93.0019,11546.916,69.9813,46.983,0.0,27.5,27.44
238,92.9734,11593.884,70.266,46.968,0.0,27.5,27.43
239,92.9449,11640.838,70.5505,46.954,0.0,27.5,27.43
240,92.9165,11687.778,70.835,46.94,0.0,27.5,27.42
241,92.8881,11734.703,71.1194,46.925,0.0,27.5,27.41
242,92.8596,11781.614,71.4037,46.911,0.0,27.5,27.4
243,92.8312,11828.51,71.6879,46.896,0.0,27.5,27.39
244,92.8028,11875.392,71.9721,46.882,0.0,27.5,27.39
245,92.7744,11922.26,72.2561,46.868,0.0,27.5,27.38
246,92.746,11969.114,72.5401,46.853,0.0,27.5,27.37
247,92.7176,12015.953,72.824,46.839,0.0,27.5,27.36
248,92.6892,12062.778,73.1077,46.825,0.0,27.5,27.35
249,92.6609,12109.588,73.3914,46.81,0.0,27.5,27.34
250,92.6325,12156.384,73.6751,46.796,0.0,27.5,27.34
251,92.6041,12203.166,73.9586,46.782,0.0,27.5,27.33
252,92.5758,12249.933,74.242,46.767,0.0,27.5,27.32
253,92.5475,12296.686,74.5254,46.753,0.0,27.5,27.31
254,92.5191,12343.425,74.8086,46.739,0.0,27.5,27.3
255,92.4908,12390.15,75.0918,46.725,0.0,27.5,27.3
256,92.4625,12436.86,75.3749,46.71,0.0,27.5,27.29
257,92.4342,12483.556,75.6579,46.696,0.0,27.5,27.28
258,92.4059,12530.222,75.9407,46.667,0.0,27.5,27.5
259,92.3776,12576.889,76.2236,46.667,0.0,27.5,27.5
260,92.3494,12623.542,76.5063,46.653,0.0,27.5,27.49
261,92.3211,12670.181,76.789,46.639,0.0,27.5,27.48
262,92.2928,12716.805,77.0715,46.625,0.0,27.5,27.48
263,92.2646,12763.416,77.354,46.61,0.0,27.5,27.47
264,92.2364,12810.012,77.6364,46.596,0.0,27.5,27.46
265,92.2081,12856.593,77.9187,46.582,0.0,27.5,27.45
266,92.1799,12903.161,78.201,46.567,0.0,27.5,27.44
267,92.1517,12949.714,78.4831,46.553,0.0,27.5,27.44
268,92.1235,12996.253,78.7652,46.539,0.0,27.5,27.43
269,92.0953,13042.778,79.0471,46.525,0.0,27.5,27.42
270,92.0671,13089.288,79.329,46.51,0.0,27.5,27.41
271,92.0389,13135.784,79.6108,46.496,0.0,27.5,27.4
272,92.0107,13182.266,79.8925,46.482,0.0,27.5,27.39
273,91.9826,13228.734,80.1741,46.468,0.0,27.5,27.39
274,91.9544,13275.188,80.4557,46.454,0.0,27.5,27.38
275,91.9263,13321.627,80.7371,46.439,0.0,27.5,27.37
276,91.8982,13368.052,81.0185,46.425,0.0,27.5,27.36
277,91.87,13414.463,81.2998,46.411,0.0,27.5,27.35
278,91.8419,13460.86,81.581,46.397,0.0,27.5,27.35
279,91.8138,13507.242,81.8621,46.382,0.0,27.5,27.34
280,91.7857,13553.611,82.1431,46.368,0.0,27.5,27.33
281,91.7576,13599.965,82.424,46.354,0.0,27.5,27.32
282,91.7295,13646.305,82.7049,46.34,0.0,27.5,27.31
283,91.7014,13692.63,82.9856,46.326,0.0,27.5,27.31
284,91.6734,13738.942,83.2663,46.312,0.0,27.5,27.3
285,91.6453,13785.239,83.5469,46.297,0.0,27.5,27.29
286,91.6173,13831.522,83.8274,46.283,0.0,27.5,27.28
287,91.5892,13877.791,84.1078,46.269,0.0,27.5,27.27
288,91.5612,13924.041,84.3881,46.25,0.0,27.5,27.5
289,91.5332,13970.282,84.6684,46.241,0.0,27.5,27.49
290,91.5051,14016.509,84.9485,46.227,0.0,27.5,27.49
291,91.4771,14062.721,85.2286,46.212,0.0,27.5,27.48
292,91.4491,14108.919,85.5086,46.198,0.0,27.5,27.47
293,91.4211,14155.104,85.7885,46.184,0.0,27.5,27.46
294,91.3932,14201.274,86.0683,46.17,0.0,27.5,27.45
295,91.3652,14247.43,86.3481,46.156,0.0,27.5,27.45
296,91.3372,14293.571,86.6277,46.142,0.0,27.5,27.44
297,91.3093,14339.699,86.9073,46.128,0.0,27.5,27.43
298,91.2813,14385.812,87.1867,46.114,0.0,27.5,27.42
299,91.2534,14431.912,87.4661,46.099,0.0,27.5,27.41
300,91.2255,14477.997,87.7454,46.085,0.0,27.5,27.41
301,91.1975,14524.068,88.0247,46.071,0.0,27.5,27.4
302,91.1696,14570.125,88.3038,46.057,0.0,27.5,27.39
303,91.1417,14616.168,88.5828,46.043,0.0,27.5,27.38
304,91.1138,14662.197,88.8618,46.029,0.0,27.5,27.37
305,91.0859,14708.212,89.1407,46.015,0.0,27.5,27.37
306,91.0581,14754.213,89.4195,46.001,0.0,27.5,27.36
307,91.0302,14800.199,89.6982,45.987,0.0,27.5,27.35
308,91.0023,14846.172,89.9768,45.973,0.0,27.5,27.34
309,90.9745,14892.13,90.2553,45.958,0.0,27.5,27.33
310,90.9466,14938.075,90.5338,45.944,0.0,27.5,27.33
311,90.9188,14984.005,90.8122,45.93,0.0,27.5,27.32
312,90.891,15029.921,91.0904,45.916,0.0,27.5,27.31
313,90.8631,15075.824,91.3686,45.902,0.0,27.5,27.3
314,90.8353,15121.712,91.6467,45.888,0.0,27.5,27.29
315,90.8075,15167.586,91.9248,45.874,0.0,27.5,27.29
316,90.7797,15213.446,92.2027,45.86,0.0,27.5,27.28
317,90.752,15259.279,92.4805,45.833,0.0,27.5,27.5
318,90.7242,15305.112,92.7583,45.832,0.0,27.5,27.5
319,90.6964,15350.93,93.0359,45.818,0.0,27.5,27.49
320,90.6686,15396.734,93.3135,45.804,0.0,27.5,27.48
321,90.6409,15442.523,93.5911,45.79,0.0,27.5,27.48
322,90.6132,15488.299,93.8685,45.776,0.0,27.5,27.47
323,90.5854,15534.061,94.1458,45.762,0.0,27.5,27.46
324,90.5577,15579.809,94.4231,45.748,0.0,27.5,27.45
325,90.53,15625.543,94.7003,45.734,0.0,27.5,27.44
326,90.5023,15671.263,94.9774,45.72,0.0,27.5,27.44
327,90.4746,15716.969,95.2544,45.706,0.0,27.5,27.43
328,90.4469,15762.661,95.5313,45.692,0.0,27.5,27.42
329,90.4192,15808.339,95.8081,45.678,0.0,27.5,27.41
330,90.3915,15854.003,96.0849,45.664,0.0,27.5,27.4
331,90.3638,15899.653,96.3615,45.65,0.0,27.5,27.4
332,90.3362,15945.289,96.6381,45.636,0.0,27.5,27.39
333,90.3085,15990.911,96.9146,45.622,0.0,27.5,27.38
334,90.2809,16036.519,97.191,45.608,0.0,27.5,27.37
335,90.2533,16082.113,97.4674,45.594,0.0,27.5,27.36
336,90.2256,16127.694,97.7436,45.58,0.0,27.5,27.36
337,90.198,16173.26,98.0198,45.566,0.0,27.5,27.35
338,90.1704,16218.812,98.2958,45.552,0.0,27.5,27.34
339,90.1428,16264.351,98.5718,45.538,0.0,27.5,27.33
340,90.1152,16309.875,98.8477,45.524,0.0,27.5,27.32
341,90.0876,16355.385,99.1235,45.51,0.0,27.5,27.32
342,90.0601,16400.882,99.3993,45.497,0.0,27.5,27.31
343,90.0325,16446.365,99.6749,45.483,0.0,27.5,27.3
344,90.0049,16491.833,99.9505,45.469,0.0,27.5,27.29
345,89.9774,16537.288,100.226,45.455,0.0,27.5,27.28
346,89.9499,16582.729,100.5014,45.441,0.0,27.5,27.28
347,89.9223,16628.146,100.7766,45.417,0.0,27.5,27.5
348,89.8948,16673.559,101.0519,45.413,0.0,27.5,27.5
349,89.8673,16718.958,101.327,45.399,0.0,27.5,27.49
350,89.8398,16764.343,101.6021,45.385,0.0,27.5,27.48
351,89.8123,16809.715,101.8771,45.371,0.0,27.5,27.47
352,89.7848,16855.072,102.152,45.357,0.0,27.5,27.47
353,89.7573,16900.416,102.4268,45.344,0.0,27.5,27.46
354,89.7299,16945.745,102.7015,45.33,0.0,27.5,27.45
355,89.7024,16991.061,102.9761,45.316,0.0,27.5,27.44
356,89.6749,17036.363,103.2507,45.302,0.0,27.5,27.43
357,89.6475,17081.651,103.5252,45.288,0.0,27.5,27.43
358,89.62,17126.926,103.7995,45.274,0.0,27.5,27.42
359,89.5926,17172.186,104.0739,45.26,0.0,27.5,27.41
360,89.5652,17217.433,104.3481,45.247,0.0,27.5,27.4
361,89.5378,17262.665,104.6222,45.233,0.0,27.5,27.39
362,89.5104,17307.884,104.8963,45.219,0.0,27.5,27.39
363,89.483,17353.089,105.1702,45.205,0.0,27.5,27.38
364,89.4556,17398.28,105.4441,45.191,0.0,27.5,27.37
365,89.4282,17443.458,105.7179,45.177,0.0,27.5,27.36
366,89.4008,17488.621,105.9916,45.164,0.0,27.5,27.36
367,89.3735,17533.771,106.2653,45.15,0.0,27.5,27.35
368,89.3461,17578.907,106.5388,45.136,0.0,27.5,27.34
369,89.3188,17624.029,106.8123,45.122,0.0,27.5,27.33
370,89.2914,17669.137,107.0857,45.108,0.0,27.5,27.32
371,89.2641,17714.232,107.359,45.094,0.0,27.5,27.32
372,89.2368,17759.312,107.6322,45.081,0.0,27.5,27.31
373,89.2095,17804.379,107.9053,45.067,0.0,27.5,27.3
374,89.1822,17849.432,108.1784,45.053,0.0,27.5,27.29
375,89.1549,17894.471,108.4513,45.039,0.0,27.5,27.28
376,89.1276,17939.497,108.7242,45.025,0.0,27.5,27.28
377,89.1003,17984.497,108.997,45.0,0.0,27.5,27.5
378,89.073,18029.495,109.2697,44.998,0.0,27.5,27.5
379,89.0458,18074.479,109.5423,44.984,0.0,27.5,27.49
380,89.0185,18119.449,109.8148,44.97,0.0,27.5,27.48
381,88.9913,18164.406,110.0873,44.957,0.0,27.5,27.48
382,88.964,18209.349,110.3597,44.943,0.0,27.5,27.47
383,88.9368,18254.278,110.632,44.929,0.0,27.5,27.46
384,88.9096,18299.193,110.9042,44.915,0.0,27.5,27.45
385,88.8824,18344.095,111.1763,44.902,0.0,27.5,27.44
386,88.8552,18388.983,111.4484,44.888,0.0,27.5,27.44
387,88.828,18433.857,111.7203,44.874,0.0,27.5,27.43
388,88.8008,18478.717,111.9922,44.86,0.0,27.5,27.42
389,88.7736,18523.564,112.264,44.847,0.0,27.5,27.41
390,88.7464,18568.397,112.5357,44.833,0.0,27.5,27.4
391,88.7193,18613.216,112.8074,44.819,0.0,27.5,27.4
392,88.6921,18658.021,113.0789,44.805,0.0,27.5,27.39
393,88.665,18702.813,113.3504,44.792,0.0,27.5,27.38
394,88.6378,18747.591,113.6218,44.778,0.0,27.5,27.37
395,88.6107,18792.356,113.8931,44.764,0.0,27.5,27.37
396,88.5836,18837.106,114.1643,44.751,0.0,27.5,27.36
397,88.5565,18881.843,114.4354,44.737,0.0,27.5,27.35
398,88.5294,18926.567,114.7065,44.723,0.0,27.5,27.34
399,88.5023,18971.276,114.9774,44.71,0.0,27.5,27.33
400,88.4752,19015.972,115.2483,44.696,0.0,27.5,27.33
401,88.4481,19060.654,115.5191,44.682,0.0,27.5,27.32
402,88.421,19105.323,115.7898,44.669,0.0,27.5,27.31
403,88.394,19149.978,116.0605,44.655,0.0,27.5,27.3
404,88.3669,19194.619,116.331,44.641,0.0,27.5,27.3
405,88.3399,19239.246,116.6015,44.628,0.0,27.5,27.29
406,88.3128,19283.86,116.8719,44.614,0.0,27.5,27.28
407,88.2858,19328.46,117.1422,44.6,0.0,27.5,27.27
408,88.2588,19373.044,117.4124,44.583,0.0,27.5,27.5
409,88.2317,19417.617,117.6825,44.573,0.0,27.5,27.49
410,88.2047,19462.176,117.9526,44.559,0.0,27.5,27.49
411,88.1777,19506.722,118.2226,44.546,0.0,27.5,27.48
412,88.1508,19551.254,118.4924,44.532,0.0,27.5,27.47
413,88.1238,19595.772,118.7623,44.518,0.0,27.5,27.46
414,88.0968,19640.277,119.032,44.505,0.0,27.5,27.46
415,88.0698,19684.768,119.3016,44.491,0.0,27.5,27.45
416,88.0429,19729.245,119.5712,44.478,0.0,27.5,27.44
417,88.0159,19773.709,119.8407,44.464,0.0,27.5,27.43
418,87.989,19818.16,120.1101,44.45,0.0,27.5,27.42
419,87.9621,19862.596,120.3794,44.437,0.0,27.5,27.42
420,87.9351,19907.019,120.6486,44.423,0.0,27.5,27.41
421,87.9082,19951.429,120.9178,44.409,0.0,27.5,27.4
422,87.8813,19995.825,121.1868,44.396,0.0,27.5,27.39
423,87.8544,20040.207,121.4558,44.382,0.0,27.5,27.39
424,87.8275,20084.576,121.7247,44.369,0.0,27.5,27.38
425,87.8006,20128.931,121.9935,44.355,0.0,27.5,27.37
426,87.7738,20173.272,122.2623,44.342,0.0,27.5,27.36
427,87.7469,20217.6,122.5309,44.328,0.0,27.5,27.35
428,87.7201,20261.915,122.7995,44.314,0.0,27.5,27.35
429,87.6932,20306.216,123.068,44.301,0.0,27.5,27.34
430,87.6664,20350.503,123.3364,44.287,0.0,27.5,27.33
431,87.6395,20394.777,123.6047,44.274,0.0,27.5,27.32
432,87.6127,20439.037,123.873,44.26,0.0,27.5,27.32
433,87.5859,20483.284,124.1411,44.247,0.0,27.5,27.31
434,87.5591,20527.517,124.4092,44.233,0.0,27.5,27.3
435,87.5323,20571.736,124.6772,44.22,0.0,27.5,27.29
436,87.5055,20615.942,124.9451,44.206,0.0,27.5,27.28
437,87.4787,20660.135,125.2129,44.193,0.0,27.5,27.28
438,87.4519,20704.301,125.4806,44.167,0.0,27.5,27.5
439,87.4252,20748.467,125.7483,44.165,0.0,27.5,27.5
440,87.3984,20792.619,126.0159,44.152,0.0,27.5,27.49
441,87.3717,20836.757,126.2834,44.138,0.0,27.5,27.48
442,87.3449,20880.882,126.5508,44.125,0.0,27.5,27.48
443,87.3182,20924.994,126.8181,44.111,0.0,27.5,27.47
444,87.2915,20969.091,127.0854,44.098,0.0,27.5,27.46
445,87.2647,21013.176,127.3526,44.084,0.0,27.5,27.45
446,87.238,21057.247,127.6197,44.071,0.0,27.5,27.45
447,87.2113,21101.304,127.8867,44.057,0.0,27.5,27.44
448,87.1846,21145.348,128.1536,44.044,0.0,27.5,27.43
449,87.158,21189.379,128.4205,44.03,0.0,27.5,27.42
450,87.1313,21233.396,128.6872,44.017,0.0,27.5,27.41
451,87.1046,21277.399,128.9539,44.004,0.0,27.5,27.41
452,87.0779,21321.389,129.2205,43.99,0.0,27.5,27.4
453,87.0513,21365.366,129.4871,43.977,0.0,27.5,27.39
454,87.0246,21409.329,129.7535,43.963,0.0,27.5,27.38
455,86.998,21453.279,130.0199,43.95,0.0,27.5,27.38
456,86.9714,21497.215,130.2862,43.936,0.0,27.5,27.37
457,86.9448,21541.138,130.5523,43.923,0.0,27.5,27.36
458,86.9182,21585.047,130.8185,43.909,0.0,27.5,27.35
459,86.8915,21628.943,131.0845,43.896,0.0,27.5,27.35
460,86.865,21672.825,131.3505,43.882,0.0,27.5,27.34
461,86.8384,21716.694,131.6163,43.869,0.0,27.5,27.33
